"publication_year","institution","abbrev","country_code","oa_status","n","pc"
2019,"The University of Melbourne","UM","AU","gold",2250,0.179540376635812
2019,"The University of Melbourne","UM","AU","green",2042,0.162942866262368
2019,"The University of Melbourne","UM","AU","hybrid",746,0.0595276093201404
2019,"The University of Queensland","UQ","AU","bronze",1073,0.106925759840558
2019,"The University of Queensland","UQ","AU","closed",5397,0.537817638266069
2019,"The University of Queensland","UQ","AU","diamond",175,0.0174389636273044
2019,"The University of Queensland","UQ","AU","gold",1724,0.171798704534131
2019,"The University of Queensland","UQ","AU","green",1190,0.11858495266567
2019,"The University of Queensland","UQ","AU","hybrid",476,0.0474339810662681
2019,"The University of Sydney","US","AU","bronze",1565,0.12561200738422
2019,"The University of Sydney","US","AU","closed",6556,0.526205955534152
2019,"The University of Sydney","US","AU","diamond",186,0.0149289670117987
2019,"The University of Sydney","US","AU","gold",2077,0.166706798298419
2019,"The University of Sydney","US","AU","green",1499,0.120314631992937
2019,"The University of Sydney","US","AU","hybrid",576,0.0462316397784734
2019,"The University of Western Australia","UWA","AU","bronze",754,0.132373595505618
2019,"The University of Western Australia","UWA","AU","closed",2768,0.485955056179775
2019,"The University of Western Australia","UWA","AU","diamond",79,0.0138693820224719
2019,"The University of Western Australia","UWA","AU","gold",943,0.165554775280899
2019,"The University of Western Australia","UWA","AU","green",867,0.152212078651685
2019,"The University of Western Australia","UWA","AU","hybrid",285,0.0500351123595506
2019,"UNSW Sydney","UNSWS","AU","bronze",1156,0.110474006116208
2019,"UNSW Sydney","UNSWS","AU","closed",5390,0.515099388379205
2019,"UNSW Sydney","UNSWS","AU","diamond",183,0.0174885321100917
2019,"UNSW Sydney","UNSWS","AU","gold",1648,0.157492354740061
2019,"UNSW Sydney","UNSWS","AU","green",1635,0.15625
2019,"UNSW Sydney","UNSWS","AU","hybrid",452,0.0431957186544343
2019,"University of Auckland","UOA","NZ","bronze",497,0.0915791413303851
2019,"University of Auckland","UOA","NZ","closed",3080,0.567532706836189
2019,"University of Auckland","UOA","NZ","diamond",124,0.0228487193661323
2019,"University of Auckland","UOA","NZ","gold",839,0.154597383453105
2019,"University of Auckland","UOA","NZ","green",605,0.111479638842823
2019,"University of Auckland","UOA","NZ","hybrid",282,0.0519624101713654
2019,"University of Canterbury","UC","NZ","bronze",125,0.0774473358116481
2019,"University of Canterbury","UC","NZ","closed",889,0.550805452292441
2019,"University of Canterbury","UC","NZ","diamond",38,0.023543990086741
2019,"University of Canterbury","UC","NZ","gold",241,0.149318463444857
2019,"University of Canterbury","UC","NZ","green",234,0.144981412639405
2019,"University of Canterbury","UC","NZ","hybrid",87,0.0539033457249071
2019,"University of Otago","UO","NZ","bronze",363,0.107206142941524
2019,"University of Otago","UO","NZ","closed",1795,0.530124040165387
2019,"University of Otago","UO","NZ","diamond",77,0.022740696987596
2019,"University of Otago","UO","NZ","gold",629,0.185764914353219
2019,"University of Otago","UO","NZ","green",313,0.0924394565859421
2019,"University of Otago","UO","NZ","hybrid",209,0.061724748966332
2019,"University of Waikato","UOW","NZ","bronze",74,0.0620805369127517
2019,"University of Waikato","UOW","NZ","closed",680,0.570469798657718
2019,"University of Waikato","UOW","NZ","diamond",37,0.0310402684563758
2019,"University of Waikato","UOW","NZ","gold",140,0.11744966442953
2019,"University of Waikato","UOW","NZ","green",214,0.179530201342282
2019,"University of Waikato","UOW","NZ","hybrid",47,0.0394295302013423
2019,"Victoria University of Wellington","VUW","NZ","bronze",200,0.0933271115258983
2019,"Victoria University of Wellington","VUW","NZ","closed",1186,0.553429771348577
2019,"Victoria University of Wellington","VUW","NZ","diamond",59,0.02753149790014
2019,"Victoria University of Wellington","VUW","NZ","gold",236,0.11012599160056
2019,"Victoria University of Wellington","VUW","NZ","green",395,0.184321045263649
2019,"Victoria University of Wellington","VUW","NZ","hybrid",67,0.0312645823611759
2020,"Auckland University of Technology","AUT","NZ","bronze",75,0.0506414584740041
2020,"Auckland University of Technology","AUT","NZ","closed",825,0.557056043214045
2020,"Auckland University of Technology","AUT","NZ","diamond",46,0.0310600945307225
2020,"Auckland University of Technology","AUT","NZ","gold",283,0.191087103308575
2020,"Auckland University of Technology","AUT","NZ","green",171,0.115462525320729
2020,"Auckland University of Technology","AUT","NZ","hybrid",81,0.0546927751519244
2020,"Australian National University","ANU","AU","bronze",733,0.121720358684822
2020,"Australian National University","ANU","AU","closed",2723,0.452175357024244
2020,"Australian National University","ANU","AU","diamond",134,0.0222517436067752
2020,"Australian National University","ANU","AU","gold",853,0.141647293258054
2020,"Australian National University","ANU","AU","green",1173,0.194785785453338
2020,"Australian National University","ANU","AU","hybrid",406,0.0674194619727665
2020,"Lincoln University","LU","NZ","bronze",31,0.0651260504201681
2020,"Lincoln University","LU","NZ","closed",259,0.544117647058823
2020,"Lincoln University","LU","NZ","diamond",4,0.00840336134453781
2020,"Lincoln University","LU","NZ","gold",118,0.247899159663866
2020,"Lincoln University","LU","NZ","green",30,0.0630252100840336
2020,"Lincoln University","LU","NZ","hybrid",34,0.0714285714285714
2020,"Massey University","MU","NZ","bronze",145,0.0656108597285068
2020,"Massey University","MU","NZ","closed",1205,0.54524886877828
2020,"Massey University","MU","NZ","diamond",54,0.0244343891402715
2020,"Massey University","MU","NZ","gold",459,0.207692307692308
2020,"Massey University","MU","NZ","green",225,0.101809954751131
2020,"Massey University","MU","NZ","hybrid",122,0.0552036199095023
2020,"Monash University","MAU","AU","bronze",1482,0.125859872611465
2020,"Monash University","MAU","AU","closed",5478,0.465222929936306
2020,"Monash University","MAU","AU","diamond",218,0.0185138004246285
2020,"Monash University","MAU","AU","gold",2001,0.169936305732484
2020,"Monash University","MAU","AU","green",1771,0.150403397027601
2020,"Monash University","MAU","AU","hybrid",825,0.0700636942675159
2020,"The University of Adelaide","UA","AU","bronze",542,0.10005538120731
2020,"The University of Adelaide","UA","AU","closed",2789,0.514860623961602
2020,"The University of Adelaide","UA","AU","diamond",119,0.02196787889976
2020,"The University of Adelaide","UA","AU","gold",952,0.17574303119808
2020,"The University of Adelaide","UA","AU","green",662,0.122207864131438
2020,"The University of Adelaide","UA","AU","hybrid",353,0.0651652206018091
2020,"The University of Melbourne","UM","AU","bronze",1443,0.110203146479304
2020,"The University of Melbourne","UM","AU","closed",5469,0.417672216282267
2020,"The University of Melbourne","UM","AU","diamond",292,0.0223002902092561
2020,"The University of Melbourne","UM","AU","gold",2655,0.202764625019093
2020,"The University of Melbourne","UM","AU","green",2243,0.171299831984115
2020,"The University of Melbourne","UM","AU","hybrid",992,0.0757598900259661
2020,"The University of Queensland","UQ","AU","bronze",1090,0.0998625744388456
2020,"The University of Queensland","UQ","AU","closed",5338,0.489051763628035
2020,"The University of Queensland","UQ","AU","diamond",238,0.0218048557031608
2020,"The University of Queensland","UQ","AU","gold",2039,0.18680714612918
2020,"The University of Queensland","UQ","AU","green",1401,0.128355474118186
2020,"The University of Queensland","UQ","AU","hybrid",809,0.0741181859825928
2020,"The University of Sydney","US","AU","bronze",1591,0.124442706296441
2020,"The University of Sydney","US","AU","closed",6239,0.487993742667188
2020,"The University of Sydney","US","AU","diamond",230,0.0179898318341807
2020,"The University of Sydney","US","AU","gold",2297,0.179663668361361
2020,"The University of Sydney","US","AU","green",1628,0.12733672272194
2020,"The University of Sydney","US","AU","hybrid",800,0.0625733281188893
2020,"The University of Western Australia","UWA","AU","bronze",734,0.12681409813407
2020,"The University of Western Australia","UWA","AU","closed",2564,0.442985487214927
2020,"The University of Western Australia","UWA","AU","diamond",104,0.017968210089841
2020,"The University of Western Australia","UWA","AU","gold",1100,0.190048375950242
2020,"The University of Western Australia","UWA","AU","green",917,0.158431237042156
2020,"The University of Western Australia","UWA","AU","hybrid",369,0.063752591568763
2020,"UNSW Sydney","UNSWS","AU","bronze",1154,0.103035714285714
2020,"UNSW Sydney","UNSWS","AU","closed",5223,0.466339285714286
2020,"UNSW Sydney","UNSWS","AU","diamond",251,0.0224107142857143
2020,"UNSW Sydney","UNSWS","AU","gold",2025,0.180803571428571
2020,"UNSW Sydney","UNSWS","AU","green",1900,0.169642857142857
2020,"UNSW Sydney","UNSWS","AU","hybrid",647,0.0577678571428571
2020,"University of Auckland","UOA","NZ","bronze",501,0.0865883166263394
2020,"University of Auckland","UOA","NZ","closed",3136,0.541997926028344
2020,"University of Auckland","UOA","NZ","diamond",129,0.0222951952989976
2020,"University of Auckland","UOA","NZ","gold",1007,0.174040788109229
2020,"University of Auckland","UOA","NZ","green",650,0.112340131351538
2020,"University of Auckland","UOA","NZ","hybrid",363,0.0627376425855513
2020,"University of Canterbury","UC","NZ","bronze",152,0.0903149138443256
2020,"University of Canterbury","UC","NZ","closed",849,0.50445632798574
2020,"University of Canterbury","UC","NZ","diamond",43,0.0255496137849079
2020,"University of Canterbury","UC","NZ","gold",284,0.168746286393345
2020,"University of Canterbury","UC","NZ","green",242,0.143790849673203
2020,"University of Canterbury","UC","NZ","hybrid",113,0.0671420083184789
2020,"University of Otago","UO","NZ","bronze",348,0.0946423714985042
2020,"University of Otago","UO","NZ","closed",1846,0.502039706282295
2020,"University of Otago","UO","NZ","diamond",92,0.025020397062823
2020,"University of Otago","UO","NZ","gold",769,0.209137884144683
2020,"University of Otago","UO","NZ","green",358,0.097361979874898
2020,"University of Otago","UO","NZ","hybrid",264,0.0717976611367963
2020,"University of Waikato","UOW","NZ","bronze",70,0.0571428571428571
2020,"University of Waikato","UOW","NZ","closed",628,0.51265306122449
2020,"University of Waikato","UOW","NZ","diamond",44,0.0359183673469388
2020,"University of Waikato","UOW","NZ","gold",179,0.146122448979592
2020,"University of Waikato","UOW","NZ","green",196,0.16
2020,"University of Waikato","UOW","NZ","hybrid",108,0.0881632653061225
2020,"Victoria University of Wellington","VUW","NZ","bronze",133,0.059375
2020,"Victoria University of Wellington","VUW","NZ","closed",1178,0.525892857142857
2020,"Victoria University of Wellington","VUW","NZ","diamond",57,0.0254464285714286
2020,"Victoria University of Wellington","VUW","NZ","gold",295,0.131696428571429
2020,"Victoria University of Wellington","VUW","NZ","green",466,0.208035714285714
2020,"Victoria University of Wellington","VUW","NZ","hybrid",111,0.0495535714285714
2021,"Auckland University of Technology","AUT","NZ","bronze",101,0.063802905874921
2021,"Auckland University of Technology","AUT","NZ","closed",825,0.521162349968414
2021,"Auckland University of Technology","AUT","NZ","diamond",50,0.0315855969677827
2021,"Auckland University of Technology","AUT","NZ","gold",320,0.202147820593809
2021,"Auckland University of Technology","AUT","NZ","green",177,0.111813013265951
2021,"Auckland University of Technology","AUT","NZ","hybrid",110,0.0694883133291219
2021,"Australian National University","ANU","AU","bronze",724,0.117399059510297
2021,"Australian National University","ANU","AU","closed",2645,0.428895735365656
2021,"Australian National University","ANU","AU","diamond",147,0.0238365493757094
2021,"Australian National University","ANU","AU","gold",921,0.14934327874169
2021,"Australian National University","ANU","AU","green",1213,0.196692070698881
2021,"Australian National University","ANU","AU","hybrid",517,0.0838333063077671
2021,"Lincoln University","LU","NZ","bronze",26,0.0489642184557439
2021,"Lincoln University","LU","NZ","closed",286,0.538606403013183
2021,"Lincoln University","LU","NZ","diamond",10,0.0188323917137476
2021,"Lincoln University","LU","NZ","gold",142,0.267419962335217
2021,"Lincoln University","LU","NZ","green",35,0.0659133709981168
2021,"Lincoln University","LU","NZ","hybrid",32,0.0602636534839925
2021,"Massey University","MU","NZ","bronze",128,0.0546308151941955
2021,"Massey University","MU","NZ","closed",1159,0.494664959453692
2021,"Massey University","MU","NZ","diamond",74,0.0315834400341443
2021,"Massey University","MU","NZ","gold",599,0.255655142979087
2021,"Massey University","MU","NZ","green",229,0.0977379428083653
2021,"Massey University","MU","NZ","hybrid",154,0.0657276995305164
2021,"Monash University","MAU","AU","bronze",1365,0.111029770619815
2021,"Monash University","MAU","AU","closed",5442,0.44265495363592
2021,"Monash University","MAU","AU","diamond",237,0.0192776964372865
2021,"Monash University","MAU","AU","gold",2520,0.20497803806735
2021,"Monash University","MAU","AU","green",1870,0.152106718724581
2021,"Monash University","MAU","AU","hybrid",860,0.069952822515048
2021,"The University of Adelaide","UA","AU","bronze",440,0.0836979265740917
2021,"The University of Adelaide","UA","AU","closed",2582,0.491154650941602
2021,"The University of Adelaide","UA","AU","diamond",116,0.0220658170058969
2021,"The University of Adelaide","UA","AU","gold",1080,0.205440365227316
2021,"The University of Adelaide","UA","AU","green",645,0.122693551455203
2021,"The University of Adelaide","UA","AU","hybrid",394,0.0749476887958912
2021,"The University of Melbourne","UM","AU","bronze",1388,0.102186556725318
2021,"The University of Melbourne","UM","AU","closed",5405,0.397923875432526
2021,"The University of Melbourne","UM","AU","diamond",300,0.0220864315688729
2021,"The University of Melbourne","UM","AU","gold",3150,0.231907531473165
2021,"The University of Melbourne","UM","AU","green",2182,0.160641978944269
2021,"The University of Melbourne","UM","AU","hybrid",1158,0.0852536258558492
2021,"The University of Queensland","UQ","AU","bronze",952,0.085197780562019
2021,"The University of Queensland","UQ","AU","closed",5321,0.476194737784142
2021,"The University of Queensland","UQ","AU","diamond",254,0.0227313406121353
2021,"The University of Queensland","UQ","AU","gold",2439,0.218274565956685
2021,"The University of Queensland","UQ","AU","green",1421,0.12717021657419
2021,"The University of Queensland","UQ","AU","hybrid",787,0.0704313585108287
2021,"The University of Sydney","US","AU","bronze",1362,0.10608302827323
2021,"The University of Sydney","US","AU","closed",5792,0.451125477062077
2021,"The University of Sydney","US","AU","diamond",308,0.0239894072747099
2021,"The University of Sydney","US","AU","gold",2741,0.213490147207726
2021,"The University of Sydney","US","AU","green",1688,0.131474413895163
2021,"The University of Sydney","US","AU","hybrid",948,0.073837526287094
2021,"The University of Western Australia","UWA","AU","bronze",581,0.0994011976047904
2021,"The University of Western Australia","UWA","AU","closed",2425,0.414884516680924
2021,"The University of Western Australia","UWA","AU","diamond",131,0.0224123182207015
2021,"The University of Western Australia","UWA","AU","gold",1283,0.219503849443969
2021,"The University of Western Australia","UWA","AU","green",925,0.158254918733961
2021,"The University of Western Australia","UWA","AU","hybrid",500,0.0855431993156544
2021,"UNSW Sydney","UNSWS","AU","bronze",1034,0.0884214126902685
2021,"UNSW Sydney","UNSWS","AU","closed",5348,0.457328544552762
2021,"UNSW Sydney","UNSWS","AU","diamond",264,0.0225756798358132
2021,"UNSW Sydney","UNSWS","AU","gold",2478,0.211903540277065
2021,"UNSW Sydney","UNSWS","AU","green",1770,0.151359671626475
2021,"UNSW Sydney","UNSWS","AU","hybrid",800,0.0684111510176159
2021,"University of Auckland","UOA","NZ","bronze",417,0.0710512864201738
2021,"University of Auckland","UOA","NZ","closed",3018,0.514227295961833
2021,"University of Auckland","UOA","NZ","diamond",134,0.0228318282501278
2021,"University of Auckland","UOA","NZ","gold",1179,0.200886011245527
2021,"University of Auckland","UOA","NZ","green",678,0.115522235474527
2021,"University of Auckland","UOA","NZ","hybrid",443,0.0754813426478105
2021,"University of Canterbury","UC","NZ","bronze",119,0.0675368898978434
2021,"University of Canterbury","UC","NZ","closed",851,0.482973893303065
2021,"University of Canterbury","UC","NZ","diamond",37,0.0209988649262202
2021,"University of Canterbury","UC","NZ","gold",344,0.195232690124858
2021,"University of Canterbury","UC","NZ","green",234,0.132803632236095
2021,"University of Canterbury","UC","NZ","hybrid",177,0.100454029511918
2021,"University of Otago","UO","NZ","bronze",264,0.0724677463628877
2021,"University of Otago","UO","NZ","closed",1777,0.487784792753225
2021,"University of Otago","UO","NZ","diamond",88,0.0241559154542959
2021,"University of Otago","UO","NZ","gold",868,0.238265166071919
2021,"University of Otago","UO","NZ","green",380,0.104309634916278
2021,"University of Otago","UO","NZ","hybrid",266,0.0730167444413945
2021,"University of Waikato","UOW","NZ","bronze",62,0.0483242400623539
2021,"University of Waikato","UOW","NZ","closed",670,0.522213561964146
2021,"University of Waikato","UOW","NZ","diamond",55,0.0428682774746687
2021,"University of Waikato","UOW","NZ","gold",210,0.163678877630553
2021,"University of Waikato","UOW","NZ","green",187,0.145752143413874
2021,"University of Waikato","UOW","NZ","hybrid",99,0.0771628994544037
2021,"Victoria University of Wellington","VUW","NZ","bronze",128,0.0568383658969805
2021,"Victoria University of Wellington","VUW","NZ","closed",1152,0.511545293072824
2021,"Victoria University of Wellington","VUW","NZ","diamond",68,0.0301953818827709
2021,"Victoria University of Wellington","VUW","NZ","gold",341,0.151420959147425
2021,"Victoria University of Wellington","VUW","NZ","green",408,0.181172291296625
2021,"Victoria University of Wellington","VUW","NZ","hybrid",155,0.0688277087033748
2022,"Auckland University of Technology","AUT","NZ","bronze",64,0.0437756497948016
2022,"Auckland University of Technology","AUT","NZ","closed",600,0.410396716826265
2022,"Auckland University of Technology","AUT","NZ","diamond",58,0.039671682626539
2022,"Auckland University of Technology","AUT","NZ","gold",360,0.246238030095759
2022,"Auckland University of Technology","AUT","NZ","green",128,0.0875512995896033
2022,"Auckland University of Technology","AUT","NZ","hybrid",252,0.172366621067031
2022,"Australian National University","ANU","AU","bronze",468,0.0879038317054846
2022,"Australian National University","ANU","AU","closed",2050,0.385048835462059
2022,"Australian National University","ANU","AU","diamond",161,0.0302404207362885
2022,"Australian National University","ANU","AU","gold",1037,0.194778362133734
2022,"Australian National University","ANU","AU","green",803,0.150826446280992
2022,"Australian National University","ANU","AU","hybrid",805,0.151202103681443
2022,"Lincoln University","LU","NZ","bronze",13,0.0282608695652174
2022,"Lincoln University","LU","NZ","closed",202,0.439130434782609
2022,"Lincoln University","LU","NZ","diamond",12,0.0260869565217391
2022,"Lincoln University","LU","NZ","gold",158,0.343478260869565
2022,"Lincoln University","LU","NZ","green",18,0.0391304347826087
2022,"Lincoln University","LU","NZ","hybrid",57,0.123913043478261
2022,"Massey University","MU","NZ","bronze",90,0.0415896487985213
2022,"Massey University","MU","NZ","closed",925,0.427449168207024
2022,"Massey University","MU","NZ","diamond",75,0.0346580406654344
2022,"Massey University","MU","NZ","gold",589,0.272181146025878
2022,"Massey University","MU","NZ","green",192,0.088724584103512
2022,"Massey University","MU","NZ","hybrid",293,0.13539741219963
2022,"Monash University","MAU","AU","bronze",919,0.0805151568249518
2022,"Monash University","MAU","AU","closed",4565,0.399947432977046
2022,"Monash University","MAU","AU","diamond",302,0.0264587348869809
2022,"Monash University","MAU","AU","gold",2577,0.225775363588575
2022,"Monash University","MAU","AU","green",1343,0.117662519712634
2022,"Monash University","MAU","AU","hybrid",1708,0.149640792009813
2022,"The University of Adelaide","UA","AU","bronze",340,0.071488645920942
2022,"The University of Adelaide","UA","AU","closed",1990,0.418418839360807
2022,"The University of Adelaide","UA","AU","diamond",108,0.0227081581160639
2022,"The University of Adelaide","UA","AU","gold",1033,0.217199327165685
2022,"The University of Adelaide","UA","AU","green",544,0.114381833473507
2022,"The University of Adelaide","UA","AU","hybrid",741,0.155803195962994
2022,"The University of Melbourne","UM","AU","bronze",928,0.0741569442224708
2022,"The University of Melbourne","UM","AU","closed",4681,0.374061051622183
2022,"The University of Melbourne","UM","AU","diamond",366,0.0292472430877417
2022,"The University of Melbourne","UM","AU","gold",3178,0.253955569761867
2022,"The University of Melbourne","UM","AU","green",1346,0.107559533322679
2022,"The University of Melbourne","UM","AU","hybrid",2015,0.161019657983059
2022,"The University of Queensland","UQ","AU","bronze",733,0.0700965860189347
2022,"The University of Queensland","UQ","AU","closed",4155,0.397341493736253
2022,"The University of Queensland","UQ","AU","diamond",273,0.0261069140288802
2022,"The University of Queensland","UQ","AU","gold",2450,0.234292818207899
2022,"The University of Queensland","UQ","AU","green",1214,0.116094482165057
2022,"The University of Queensland","UQ","AU","hybrid",1632,0.156067705842976
2022,"The University of Sydney","US","AU","bronze",970,0.0818634483922694
2022,"The University of Sydney","US","AU","closed",4627,0.390497088361887
2022,"The University of Sydney","US","AU","diamond",294,0.0248122204405435
2022,"The University of Sydney","US","AU","gold",2787,0.235209722339438
2022,"The University of Sydney","US","AU","green",1355,0.114355641826314
2022,"The University of Sydney","US","AU","hybrid",1816,0.153261878639548
2022,"The University of Western Australia","UWA","AU","bronze",450,0.0804721030042918
2022,"The University of Western Australia","UWA","AU","closed",2084,0.372675250357654
2022,"The University of Western Australia","UWA","AU","diamond",121,0.0216380543633763
2022,"The University of Western Australia","UWA","AU","gold",1329,0.237660944206009
2022,"The University of Western Australia","UWA","AU","green",728,0.130185979971388
2022,"The University of Western Australia","UWA","AU","hybrid",880,0.157367668097282
2022,"UNSW Sydney","UNSWS","AU","bronze",686,0.0628090093389489
2022,"UNSW Sydney","UNSWS","AU","closed",4608,0.421900750778246
2022,"UNSW Sydney","UNSWS","AU","diamond",284,0.0260025636330342
2022,"UNSW Sydney","UNSWS","AU","gold",2497,0.228621131660868
2022,"UNSW Sydney","UNSWS","AU","green",1380,0.12635048525911
2022,"UNSW Sydney","UNSWS","AU","hybrid",1467,0.134316059329793
2022,"University of Auckland","UOA","NZ","bronze",318,0.0589981447124304
2022,"University of Auckland","UOA","NZ","closed",2336,0.433395176252319
2022,"University of Auckland","UOA","NZ","diamond",141,0.0261595547309833
2022,"University of Auckland","UOA","NZ","gold",1250,0.23191094619666
2022,"University of Auckland","UOA","NZ","green",523,0.0970315398886828
2022,"University of Auckland","UOA","NZ","hybrid",822,0.152504638218924
2022,"University of Canterbury","UC","NZ","bronze",67,0.0402402402402402
2022,"University of Canterbury","UC","NZ","closed",710,0.426426426426426
2022,"University of Canterbury","UC","NZ","diamond",51,0.0306306306306306
2022,"University of Canterbury","UC","NZ","gold",372,0.223423423423423
2022,"University of Canterbury","UC","NZ","green",183,0.10990990990991
2022,"University of Canterbury","UC","NZ","hybrid",282,0.169369369369369
2022,"University of Otago","UO","NZ","bronze",194,0.0596555965559656
2022,"University of Otago","UO","NZ","closed",1274,0.391758917589176
2022,"University of Otago","UO","NZ","diamond",82,0.0252152521525215
2022,"University of Otago","UO","NZ","gold",833,0.256150061500615
2022,"University of Otago","UO","NZ","green",321,0.0987084870848708
2022,"University of Otago","UO","NZ","hybrid",548,0.168511685116851
2022,"University of Waikato","UOW","NZ","bronze",34,0.0267927501970055
2022,"University of Waikato","UOW","NZ","closed",583,0.459416863672183
2022,"University of Waikato","UOW","NZ","diamond",67,0.0527974783293932
2022,"University of Waikato","UOW","NZ","gold",240,0.189125295508274
2022,"University of Waikato","UOW","NZ","green",151,0.118991331757289
2022,"University of Waikato","UOW","NZ","hybrid",194,0.152876280535855
2022,"Victoria University of Wellington","VUW","NZ","bronze",137,0.0628440366972477
2022,"Victoria University of Wellington","VUW","NZ","closed",1011,0.463761467889908
2022,"Victoria University of Wellington","VUW","NZ","diamond",73,0.0334862385321101
2022,"Victoria University of Wellington","VUW","NZ","gold",359,0.164678899082569
2022,"Victoria University of Wellington","VUW","NZ","green",284,0.130275229357798
2022,"Victoria University of Wellington","VUW","NZ","hybrid",316,0.144954128440367
2023,"Auckland University of Technology","AUT","NZ","bronze",56,0.042456406368461
2023,"Auckland University of Technology","AUT","NZ","closed",482,0.365428354814253
2023,"Auckland University of Technology","AUT","NZ","diamond",57,0.0432145564821835
2023,"Auckland University of Technology","AUT","NZ","gold",275,0.208491281273692
2023,"Auckland University of Technology","AUT","NZ","green",57,0.0432145564821835
2023,"Auckland University of Technology","AUT","NZ","hybrid",392,0.297194844579227
2023,"Australian National University","ANU","AU","bronze",416,0.0791325851245958
2023,"Australian National University","ANU","AU","closed",1721,0.327373026440936
2023,"Australian National University","ANU","AU","diamond",175,0.033288948069241
2023,"Australian National University","ANU","AU","gold",1008,0.191744340878828
2023,"Australian National University","ANU","AU","green",467,0.0888339357047746
2023,"Australian National University","ANU","AU","hybrid",1470,0.279627163781624
2023,"Lincoln University","LU","NZ","bronze",12,0.0259179265658747
2023,"Lincoln University","LU","NZ","closed",169,0.365010799136069
2023,"Lincoln University","LU","NZ","diamond",13,0.0280777537796976
2023,"Lincoln University","LU","NZ","gold",112,0.241900647948164
2023,"Lincoln University","LU","NZ","green",13,0.0280777537796976
2023,"Lincoln University","LU","NZ","hybrid",144,0.311015118790497
2023,"Massey University","MU","NZ","bronze",91,0.0481226864093072
2023,"Massey University","MU","NZ","closed",633,0.33474352194606
2023,"Massey University","MU","NZ","diamond",68,0.0359598096245373
2023,"Massey University","MU","NZ","gold",442,0.233738762559492
2023,"Massey University","MU","NZ","green",73,0.0386039132734003
2023,"Massey University","MU","NZ","hybrid",584,0.308831306187203
2023,"Monash University","MAU","AU","bronze",1007,0.0907697854696232
2023,"Monash University","MAU","AU","closed",3492,0.314764737696052
2023,"Monash University","MAU","AU","diamond",304,0.0274021993870561
2023,"Monash University","MAU","AU","gold",2444,0.220299260861727
2023,"Monash University","MAU","AU","green",706,0.0636380025238868
2023,"Monash University","MAU","AU","hybrid",3141,0.283126014061655
2023,"The University of Adelaide","UA","AU","bronze",396,0.0784935579781962
2023,"The University of Adelaide","UA","AU","closed",1765,0.349851337958375
2023,"The University of Adelaide","UA","AU","diamond",180,0.0356788899900892
2023,"The University of Adelaide","UA","AU","gold",1030,0.20416253716551
2023,"The University of Adelaide","UA","AU","green",278,0.0551040634291378
2023,"The University of Adelaide","UA","AU","hybrid",1396,0.276709613478692
2023,"The University of Melbourne","UM","AU","bronze",1040,0.0842105263157895
2023,"The University of Melbourne","UM","AU","closed",3778,0.305910931174089
2023,"The University of Melbourne","UM","AU","diamond",387,0.031336032388664
2023,"The University of Melbourne","UM","AU","gold",3012,0.243886639676113
2023,"The University of Melbourne","UM","AU","green",633,0.0512550607287449
2023,"The University of Melbourne","UM","AU","hybrid",3500,0.283400809716599
2023,"The University of Queensland","UQ","AU","bronze",689,0.0695819026459301
2023,"The University of Queensland","UQ","AU","closed",3194,0.322561098767926
2023,"The University of Queensland","UQ","AU","diamond",296,0.0298929509190063
2023,"The University of Queensland","UQ","AU","gold",2285,0.230761462330842
2023,"The University of Queensland","UQ","AU","green",527,0.0532215713997172
2023,"The University of Queensland","UQ","AU","hybrid",2911,0.293981013936578
2023,"The University of Sydney","US","AU","bronze",1030,0.0867806891903277
2023,"The University of Sydney","US","AU","closed",3977,0.335074563990227
2023,"The University of Sydney","US","AU","diamond",302,0.0254444350829893
2023,"The University of Sydney","US","AU","gold",2707,0.22807313168759
2023,"The University of Sydney","US","AU","green",776,0.0653804027298003
2023,"The University of Sydney","US","AU","hybrid",3077,0.259246777319066
2023,"The University of Western Australia","UWA","AU","bronze",403,0.0729279768367716
2023,"The University of Western Australia","UWA","AU","closed",1796,0.325009048136084
2023,"The University of Western Australia","UWA","AU","diamond",144,0.0260586319218241
2023,"The University of Western Australia","UWA","AU","gold",1330,0.240680419833514
2023,"The University of Western Australia","UWA","AU","green",351,0.0635179153094463
2023,"The University of Western Australia","UWA","AU","hybrid",1502,0.27180600796236
2023,"UNSW Sydney","UNSWS","AU","bronze",762,0.074559686888454
2023,"UNSW Sydney","UNSWS","AU","closed",3557,0.348043052837573
2023,"UNSW Sydney","UNSWS","AU","diamond",325,0.0318003913894325
2023,"UNSW Sydney","UNSWS","AU","gold",2251,0.220254403131115
2023,"UNSW Sydney","UNSWS","AU","green",760,0.0743639921722113
2023,"UNSW Sydney","UNSWS","AU","hybrid",2565,0.250978473581213
2023,"University of Auckland","UOA","NZ","bronze",345,0.0643536653609401
2023,"University of Auckland","UOA","NZ","closed",2005,0.373997388546913
2023,"University of Auckland","UOA","NZ","diamond",178,0.0332027606789778
2023,"University of Auckland","UOA","NZ","gold",1121,0.209102779332214
2023,"University of Auckland","UOA","NZ","green",256,0.0477522850214512
2023,"University of Auckland","UOA","NZ","hybrid",1456,0.271591121059504
2023,"University of Canterbury","UC","NZ","bronze",71,0.0387978142076503
2023,"University of Canterbury","UC","NZ","closed",625,0.341530054644809
2023,"University of Canterbury","UC","NZ","diamond",55,0.0300546448087432
2023,"University of Canterbury","UC","NZ","gold",404,0.220765027322404
