"publication_year","institution","abbrev","country_code","oa_status","n","pc"
2023,"University of Canterbury","UC","NZ","green",72,0.039344262295082
2023,"University of Canterbury","UC","NZ","hybrid",603,0.329508196721311
2023,"University of Otago","UO","NZ","bronze",168,0.054510058403634
2023,"University of Otago","UO","NZ","closed",972,0.315379623621025
2023,"University of Otago","UO","NZ","diamond",110,0.0356911096690461
2023,"University of Otago","UO","NZ","gold",758,0.245944192083063
2023,"University of Otago","UO","NZ","green",113,0.036664503569111
2023,"University of Otago","UO","NZ","hybrid",961,0.311810512654121
2023,"University of Waikato","UOW","NZ","bronze",39,0.0321516900247321
2023,"University of Waikato","UOW","NZ","closed",491,0.404781533388293
2023,"University of Waikato","UOW","NZ","diamond",49,0.0403957131079967
2023,"University of Waikato","UOW","NZ","gold",232,0.191261335531739
2023,"University of Waikato","UOW","NZ","green",55,0.0453421269579555
2023,"University of Waikato","UOW","NZ","hybrid",347,0.286067600989283
2023,"Victoria University of Wellington","VUW","NZ","bronze",110,0.0560652395514781
2023,"Victoria University of Wellington","VUW","NZ","closed",775,0.395005096839959
2023,"Victoria University of Wellington","VUW","NZ","diamond",80,0.0407747196738022
2023,"Victoria University of Wellington","VUW","NZ","gold",325,0.165647298674822
2023,"Victoria University of Wellington","VUW","NZ","green",156,0.0795107033639144
2023,"Victoria University of Wellington","VUW","NZ","hybrid",516,0.262996941896024
2024,"Auckland University of Technology","AUT","NZ","bronze",29,0.027592768791627
2024,"Auckland University of Technology","AUT","NZ","closed",374,0.355851569933397
2024,"Auckland University of Technology","AUT","NZ","diamond",43,0.0409134157944814
2024,"Auckland University of Technology","AUT","NZ","gold",298,0.283539486203616
2024,"Auckland University of Technology","AUT","NZ","green",18,0.0171265461465271
2024,"Auckland University of Technology","AUT","NZ","hybrid",289,0.274976213130352
2024,"Australian National University","ANU","AU","bronze",166,0.0387307512832478
2024,"Australian National University","ANU","AU","closed",1416,0.33037797480168
2024,"Australian National University","ANU","AU","diamond",137,0.0319645356976202
2024,"Australian National University","ANU","AU","gold",998,0.232851143257116
2024,"Australian National University","ANU","AU","green",215,0.0501633224451703
2024,"Australian National University","ANU","AU","hybrid",1354,0.315912272515166
2024,"Lincoln University","LU","NZ","bronze",13,0.032994923857868
2024,"Lincoln University","LU","NZ","closed",104,0.263959390862944
2024,"Lincoln University","LU","NZ","diamond",12,0.0304568527918782
2024,"Lincoln University","LU","NZ","gold",117,0.296954314720812
2024,"Lincoln University","LU","NZ","green",7,0.0177664974619289
2024,"Lincoln University","LU","NZ","hybrid",141,0.357868020304569
2024,"Massey University","MU","NZ","bronze",71,0.0489317711922812
2024,"Massey University","MU","NZ","closed",412,0.28394210889042
2024,"Massey University","MU","NZ","diamond",65,0.0447966919365955
2024,"Massey University","MU","NZ","gold",361,0.248793935217092
2024,"Massey University","MU","NZ","green",27,0.0186078566505858
2024,"Massey University","MU","NZ","hybrid",515,0.354927636113026
2024,"Monash University","MAU","AU","bronze",329,0.0340192327577293
2024,"Monash University","MAU","AU","closed",3351,0.346499844897115
2024,"Monash University","MAU","AU","diamond",252,0.0260572846654948
2024,"Monash University","MAU","AU","gold",2293,0.237100610071347
2024,"Monash University","MAU","AU","green",347,0.0358804673766932
2024,"Monash University","MAU","AU","hybrid",3099,0.32044256023162
2024,"The University of Adelaide","UA","AU","bronze",179,0.0414543770264011
2024,"The University of Adelaide","UA","AU","closed",1683,0.389763779527559
2024,"The University of Adelaide","UA","AU","diamond",128,0.0296433534043539
2024,"The University of Adelaide","UA","AU","gold",882,0.204261232051876
2024,"The University of Adelaide","UA","AU","green",154,0.0356646595646132
2024,"The University of Adelaide","UA","AU","hybrid",1292,0.299212598425197
2024,"The University of Melbourne","UM","AU","bronze",248,0.0227920227920228
2024,"The University of Melbourne","UM","AU","closed",3712,0.341145115338664
2024,"The University of Melbourne","UM","AU","diamond",358,0.0329013877400974
2024,"The University of Melbourne","UM","AU","gold",2812,0.258432129399871
2024,"The University of Melbourne","UM","AU","green",359,0.0329932910578072
2024,"The University of Melbourne","UM","AU","hybrid",3392,0.311736053671538
2024,"The University of Queensland","UQ","AU","bronze",259,0.029508943830466
2024,"The University of Queensland","UQ","AU","closed",2958,0.337017204056056
2024,"The University of Queensland","UQ","AU","diamond",264,0.0300786145607839
2024,"The University of Queensland","UQ","AU","gold",2175,0.247806767688276
2024,"The University of Queensland","UQ","AU","green",318,0.0362310584482169
2024,"The University of Queensland","UQ","AU","hybrid",2803,0.319357411416201
2024,"The University of Sydney","US","AU","bronze",305,0.0287545960214952
2024,"The University of Sydney","US","AU","closed",3798,0.358065428490619
2024,"The University of Sydney","US","AU","diamond",292,0.0275289902894315
2024,"The University of Sydney","US","AU","gold",2706,0.255114546997266
2024,"The University of Sydney","US","AU","green",370,0.0348826246818139
2024,"The University of Sydney","US","AU","hybrid",3136,0.295653813519374
2024,"The University of Western Australia","UWA","AU","bronze",107,0.0226598898771707
2024,"The University of Western Australia","UWA","AU","closed",1652,0.349851757729776
2024,"The University of Western Australia","UWA","AU","diamond",111,0.0235069885641677
2024,"The University of Western Australia","UWA","AU","gold",1295,0.27424819991529
2024,"The University of Western Australia","UWA","AU","green",152,0.0321897501058873
2024,"The University of Western Australia","UWA","AU","hybrid",1405,0.297543413807709
2024,"UNSW Sydney","UNSWS","AU","bronze",266,0.029259707402926
2024,"UNSW Sydney","UNSWS","AU","closed",3431,0.377406225937741
2024,"UNSW Sydney","UNSWS","AU","diamond",259,0.028489715102849
2024,"UNSW Sydney","UNSWS","AU","gold",2065,0.227147728522715
2024,"UNSW Sydney","UNSWS","AU","green",358,0.039379606203938
2024,"UNSW Sydney","UNSWS","AU","hybrid",2712,0.298317016829832
2024,"University of Auckland","UOA","NZ","bronze",137,0.0309814563545907
2024,"University of Auckland","UOA","NZ","closed",1672,0.378109452736318
2024,"University of Auckland","UOA","NZ","diamond",144,0.0325644504748982
2024,"University of Auckland","UOA","NZ","gold",976,0.22071460877431
2024,"University of Auckland","UOA","NZ","green",117,0.0264586160108548
2024,"University of Auckland","UOA","NZ","hybrid",1376,0.311171415649028
2024,"University of Canterbury","UC","NZ","bronze",48,0.0343347639484979
2024,"University of Canterbury","UC","NZ","closed",465,0.332618025751073
2024,"University of Canterbury","UC","NZ","diamond",56,0.0400572246065808
2024,"University of Canterbury","UC","NZ","gold",321,0.229613733905579
2024,"University of Canterbury","UC","NZ","green",46,0.0329041487839771
2024,"University of Canterbury","UC","NZ","hybrid",462,0.330472103004292
2024,"University of Otago","UO","NZ","bronze",114,0.0428732606242948
2024,"University of Otago","UO","NZ","closed",875,0.32907107935314
2024,"University of Otago","UO","NZ","diamond",102,0.0383602858217375
2024,"University of Otago","UO","NZ","gold",653,0.245581045505829
2024,"University of Otago","UO","NZ","green",69,0.0259496051147048
2024,"University of Otago","UO","NZ","hybrid",846,0.318164723580293
2024,"University of Waikato","UOW","NZ","bronze",20,0.022002200220022
2024,"University of Waikato","UOW","NZ","closed",311,0.342134213421342
2024,"University of Waikato","UOW","NZ","diamond",31,0.0341034103410341
2024,"University of Waikato","UOW","NZ","gold",163,0.179317931793179
2024,"University of Waikato","UOW","NZ","green",32,0.0352035203520352
2024,"University of Waikato","UOW","NZ","hybrid",352,0.387238723872387
2024,"Victoria University of Wellington","VUW","NZ","bronze",57,0.0358490566037736
2024,"Victoria University of Wellington","VUW","NZ","closed",647,0.406918238993711
2024,"Victoria University of Wellington","VUW","NZ","diamond",77,0.0484276729559748
2024,"Victoria University of Wellington","VUW","NZ","gold",262,0.164779874213836
2024,"Victoria University of Wellington","VUW","NZ","green",68,0.0427672955974843
2024,"Victoria University of Wellington","VUW","NZ","hybrid",479,0.30125786163522
