"year","oa_type","value","pc"
2011,"closed",2652,18.5117967332123
2011,"gold",356,2.48499232165294
2011,"hybrid",273,1.90562613430127
2011,"green",231,1.61245288287031
2011,"bronze",110,0.767834706128717
2011,"closed",585,4.08348457350272
2011,"gold",93,0.649169342454279
2011,"hybrid",74,0.516543347759319
2011,"green",44,0.307133882451487
2011,"bronze",13,0.0907441016333938
2011,"closed",586,4.09046488901298
2011,"gold",146,1.01912606449812
2011,"hybrid",62,0.432779561636186
2011,"green",56,0.39089766857462
2011,"bronze",14,0.0977244171436549
2011,"closed",1199,8.36939829680302
2011,"gold",179,1.24947647633673
2011,"hybrid",99,0.691051235515845
2011,"green",83,0.579366187351668
2011,"bronze",73,0.509563032249058
2011,"closed",1122,7.83191400251291
2011,"gold",124,0.865559123272372
2011,"hybrid",124,0.865559123272372
2011,"green",70,0.488622085718274
2011,"bronze",29,0.202429149797571
2011,"closed",961,6.70808320536088
2011,"gold",200,1.39606310205221
2011,"hybrid",142,0.991204802457071
2011,"green",67,0.467681139187491
2011,"bronze",44,0.307133882451487
2011,"closed",244,1.7031969845037
2011,"gold",35,0.244311042859137
2011,"hybrid",26,0.181488203266788
2011,"green",19,0.13262599469496
2011,"bronze",8,0.0558425240820885
2011,"closed",1619,11.3011308111127
2011,"gold",395,2.75722462655312
2011,"hybrid",198,1.38210247103169
2011,"green",178,1.24249616082647
2011,"bronze",105,0.732933128577412
2011,"closed",214,1.49378751919587
2011,"gold",80,0.558425240820885
2011,"hybrid",36,0.251291358369398
2011,"green",25,0.174507887756527
2011,"bronze",19,0.13262599469496
2011,"closed",36,0.251291358369398
2011,"gold",10,0.0698031551026106
2011,"hybrid",8,0.0558425240820885
2011,"green",4,0.0279212620410443
2011,"bronze",2,0.0139606310205221
2011,"closed",133,0.928381962864721
2011,"gold",30,0.209409465307832
2011,"hybrid",15,0.104704732653916
2011,"green",13,0.0907441016333938
2011,"bronze",5,0.0349015775513053
2011,"closed",192,1.34022057797012
2011,"gold",52,0.362976406533575
2011,"hybrid",13,0.0907441016333938
2011,"green",8,0.0558425240820885
2011,"bronze",5,0.0349015775513053
2011,"closed",180,1.25645679184699
2011,"gold",65,0.453720508166969
2011,"hybrid",38,0.26525198938992
2011,"green",16,0.111685048164177
2011,"bronze",6,0.0418818930615664
2011,"closed",168,1.17269300572386
2011,"gold",76,0.530503978779841
2011,"hybrid",23,0.160547256736004
2011,"green",17,0.118665363674438
2011,"bronze",14,0.0977244171436549
2011,"closed",74,0.516543347759319
2011,"gold",15,0.104704732653916
2011,"hybrid",5,0.0349015775513053
2011,"green",5,0.0349015775513053
2011,"bronze",4,0.0279212620410443
2011,"closed",0,0
2011,"gold",0,0
2011,"hybrid",0,0
2011,"green",0,0
2011,"bronze",0,0
2011,"closed",36,0.251291358369398
2011,"gold",8,0.0558425240820885
2011,"hybrid",3,0.0209409465307832
2011,"green",2,0.0139606310205221
2011,"bronze",0,0
2011,"closed",20,0.139606310205221
2011,"gold",6,0.0418818930615664
2011,"hybrid",5,0.0349015775513053
2011,"green",1,0.00698031551026106
2011,"bronze",1,0.00698031551026106
2012,"closed",2504,17.8334876433302
2012,"gold",395,2.8131899437362
2012,"hybrid",322,2.29328395413432
2012,"green",297,2.11523395769532
2012,"bronze",138,0.98283598034328
2012,"closed",519,3.69631792607364
2012,"gold",90,0.6409799871804
2012,"hybrid",53,0.37746599245068
2012,"green",44,0.31336799373264
2012,"bronze",14,0.09970799800584
2012,"closed",612,4.35866391282672
2012,"gold",102,0.72644398547112
2012,"hybrid",90,0.6409799871804
2012,"green",48,0.34185599316288
2012,"bronze",18,0.12819599743608
2012,"closed",1082,7.70600384587992
2012,"gold",151,1.07542197849156
2012,"hybrid",96,0.68371198632576
2012,"green",80,0.5697599886048
2012,"bronze",58,0.41307599173848
2012,"closed",975,6.943949861121
2012,"gold",134,0.95434798091304
2012,"hybrid",131,0.93298198134036
2012,"green",73,0.51990598960188
2012,"bronze",21,0.14956199700876
2012,"closed",922,6.56648386867032
2012,"gold",182,1.29620397407592
2012,"hybrid",166,1.18225197635496
2012,"green",96,0.68371198632576
2012,"bronze",35,0.2492699950146
2012,"closed",222,1.58108396837832
2012,"gold",57,0.40595399188092
2012,"hybrid",37,0.26351399472972
2012,"green",23,0.16380599672388
2012,"bronze",16,0.11395199772096
2012,"closed",1648,11.7370557652589
2012,"gold",422,3.00548393989032
2012,"hybrid",260,1.8517199629656
2012,"green",190,1.3531799729364
2012,"bronze",109,0.77629798447404
2012,"closed",205,1.4600099707998
2012,"gold",81,0.57688198846236
2012,"hybrid",26,0.18517199629656
2012,"green",23,0.16380599672388
