"year","institution","oa_type","value","pc"
2019,"University of Waikato","green",71,6.3449508489723
2019,"University of Waikato","bronze",48,4.28954423592493
2019,"Massey University","closed",1009,53.928380545163
2019,"Massey University","gold",411,21.9668626402993
2019,"Massey University","hybrid",178,9.51362907536077
2019,"Massey University","green",151,8.07055050774987
2019,"Massey University","bronze",122,6.52057723142704
2019,"Victoria University of Wellington","closed",1054,55.1255230125523
2019,"Victoria University of Wellington","gold",323,16.8933054393305
2019,"Victoria University of Wellington","hybrid",276,14.4351464435146
2019,"Victoria University of Wellington","green",180,9.41422594142259
2019,"Victoria University of Wellington","bronze",79,4.13179916317992
2019,"University of Canterbury","closed",772,50.6894287590282
2019,"University of Canterbury","gold",279,18.3191070256074
2019,"University of Canterbury","hybrid",266,17.4655285620486
2019,"University of Canterbury","green",117,7.68220617202889
2019,"University of Canterbury","bronze",89,5.84372948128693
2019,"Lincoln University","closed",281,58.0578512396694
2019,"Lincoln University","gold",109,22.5206611570248
2019,"Lincoln University","hybrid",36,7.43801652892562
2019,"Lincoln University","green",34,7.02479338842975
2019,"Lincoln University","bronze",24,4.95867768595041
2019,"University of Otago","closed",1821,51.1804384485666
2019,"University of Otago","gold",748,21.0230466554244
2019,"University of Otago","hybrid",409,11.495222034851
2019,"University of Otago","green",343,9.64024732996065
2019,"University of Otago","bronze",237,6.6610455311973
2020,"University of Auckland","closed",3224,53.6975349766822
2020,"University of Auckland","gold",1157,19.2704863424384
2020,"University of Auckland","hybrid",628,10.4596935376416
2020,"University of Auckland","green",573,9.54363757495003
2020,"University of Auckland","bronze",422,7.02864756828781
2020,"Auckland University of Technology","closed",841,54.4336569579288
2020,"Auckland University of Technology","gold",344,22.2653721682848
2020,"Auckland University of Technology","hybrid",175,11.3268608414239
2020,"Auckland University of Technology","green",101,6.53721682847896
2020,"Auckland University of Technology","bronze",84,5.4368932038835
2020,"University of Waikato","closed",547,48.6222222222222
2020,"University of Waikato","gold",204,18.1333333333333
2020,"University of Waikato","hybrid",204,18.1333333333333
2020,"University of Waikato","green",96,8.53333333333333
2020,"University of Waikato","bronze",74,6.57777777777778
2020,"Massey University","closed",1127,52.224281742354
2020,"Massey University","gold",516,23.9110287303058
2020,"Massey University","hybrid",231,10.7043558850788
2020,"Massey University","green",155,7.18257645968489
2020,"Massey University","bronze",129,5.97775718257646
2020,"Victoria University of Wellington","closed",1218,43.7342908438061
2020,"Victoria University of Wellington","gold",1000,35.9066427289048
2020,"Victoria University of Wellington","hybrid",315,11.310592459605
2020,"Victoria University of Wellington","green",134,4.81149012567325
2020,"Victoria University of Wellington","bronze",118,4.23698384201077
2020,"University of Canterbury","closed",717,45.2937460518004
2020,"University of Canterbury","gold",310,19.5830701200253
2020,"University of Canterbury","hybrid",276,17.435249526216
2020,"University of Canterbury","green",146,9.22299431459255
2020,"University of Canterbury","bronze",134,8.46493998736576
2020,"Lincoln University","closed",245,53.7280701754386
2020,"Lincoln University","gold",120,26.3157894736842
2020,"Lincoln University","hybrid",35,7.67543859649123
2020,"Lincoln University","green",29,6.35964912280702
2020,"Lincoln University","bronze",27,5.92105263157895
2020,"University of Otago","closed",1846,47.3090722706304
2020,"University of Otago","gold",902,23.1163505894413
2020,"University of Otago","hybrid",442,11.327524346489
2020,"University of Otago","green",412,10.5586878523834
2020,"University of Otago","bronze",300,7.68836494105587
2021,"University of Auckland","closed",3138,50.9415584415584
2021,"University of Auckland","gold",1399,22.711038961039
2021,"University of Auckland","hybrid",592,9.61038961038961
2021,"University of Auckland","green",516,8.37662337662338
2021,"University of Auckland","bronze",515,8.36038961038961
2021,"Auckland University of Technology","closed",863,51.2470308788599
2021,"Auckland University of Technology","gold",400,23.7529691211401
2021,"Auckland University of Technology","hybrid",180,10.6888361045131
2021,"Auckland University of Technology","green",129,7.6603325415677
2021,"Auckland University of Technology","bronze",112,6.65083135391924
2021,"University of Waikato","closed",596,50.2529510961214
2021,"University of Waikato","gold",240,20.2360876897133
2021,"University of Waikato","hybrid",172,14.5025295109612
2021,"University of Waikato","green",101,8.51602023608769
2021,"University of Waikato","bronze",77,6.49241146711636
2021,"Massey University","closed",1106,47.7341389728097
2021,"Massey University","gold",665,28.7009063444109
2021,"Massey University","hybrid",231,9.96978851963746
2021,"Massey University","green",163,7.03495899870522
2021,"Massey University","bronze",152,6.56020716443677
2021,"Victoria University of Wellington","closed",973,37.596599690881
2021,"Victoria University of Wellington","gold",949,36.6692426584235
2021,"Victoria University of Wellington","hybrid",364,14.064914992272
2021,"Victoria University of Wellington","green",157,6.06646058732612
2021,"Victoria University of Wellington","bronze",145,5.60278207109737
2021,"University of Canterbury","closed",770,45.3207769276045
2021,"University of Canterbury","gold",352,20.7180694526192
2021,"University of Canterbury","hybrid",250,14.7145379635079
2021,"University of Canterbury","green",194,11.4184814596822
2021,"University of Canterbury","bronze",133,7.82813419658623
2021,"Lincoln University","closed",275,50.3663003663004
2021,"Lincoln University","gold",152,27.8388278388278
2021,"Lincoln University","hybrid",55,10.0732600732601
2021,"Lincoln University","green",42,7.69230769230769
2021,"Lincoln University","bronze",22,4.02930402930403
2021,"University of Otago","closed",1822,46.7779204107831
2021,"University of Otago","gold",1019,26.1617458279846
2021,"University of Otago","hybrid",383,9.83311938382542
2021,"University of Otago","green",356,9.13992297817715
2021,"University of Otago","bronze",315,8.08729139922978
2022,"University of Auckland","closed",2631,45.8602056824124
2022,"University of Auckland","gold",1399,24.3855673697054
2022,"University of Auckland","hybrid",907,15.8096566149556
2022,"University of Auckland","green",470,8.19243507059439
2022,"University of Auckland","bronze",330,5.75213526233223
2022,"Auckland University of Technology","closed",640,40.9731113956466
2022,"Auckland University of Technology","gold",451,28.8732394366197
2022,"Auckland University of Technology","hybrid",269,17.2215108834827
2022,"Auckland University of Technology","green",122,7.81049935979513
2022,"Auckland University of Technology","bronze",80,5.12163892445583
2022,"University of Waikato","closed",552,46.2311557788945
2022,"University of Waikato","gold",286,23.9530988274707
2022,"University of Waikato","hybrid",193,16.1641541038526
2022,"University of Waikato","green",123,10.3015075376884
2022,"University of Waikato","bronze",40,3.3500837520938
2022,"Massey University","closed",895,42.1573245407442
2022,"Massey University","gold",664,31.2764955252002
2022,"Massey University","hybrid",318,14.9788035798399
2022,"Massey University","green",158,7.44229863400848
2022,"Massey University","bronze",88,4.14507772020725
2022,"Victoria University of Wellington","closed",972,46.9792170130498
2022,"Victoria University of Wellington","gold",395,19.0913484775254
2022,"Victoria University of Wellington","hybrid",297,14.3547607539874
2022,"Victoria University of Wellington","green",270,13.0497825036249
2022,"Victoria University of Wellington","bronze",135,6.52489125181247
2022,"University of Canterbury","closed",678,41.7487684729064
2022,"University of Canterbury","gold",397,24.4458128078818
2022,"University of Canterbury","hybrid",309,19.0270935960591
2022,"University of Canterbury","green",164,10.0985221674877
2022,"University of Canterbury","bronze",76,4.67980295566502
2022,"Lincoln University","closed",206,44.206008583691
2022,"Lincoln University","gold",180,38.6266094420601
2022,"Lincoln University","hybrid",48,10.3004291845494
2022,"Lincoln University","green",21,4.50643776824034
2022,"Lincoln University","bronze",11,2.36051502145923
2022,"University of Otago","closed",1373,39.3409742120344
2022,"University of Otago","gold",950,27.2206303724928
2022,"University of Otago","hybrid",618,17.7077363896848
2022,"University of Otago","green",330,9.45558739255014
2022,"University of Otago","bronze",219,6.27507163323782
2023,"University of Auckland","closed",2288,41.2475211826212
2023,"University of Auckland","gold",1412,25.4552010095547
2023,"University of Auckland","hybrid",1220,21.9938705606634
2023,"University of Auckland","green",491,8.85163151252929
2023,"University of Auckland","bronze",136,2.45177573463133
2023,"Auckland University of Technology","closed",521,37.0028409090909
2023,"Auckland University of Technology","gold",389,27.6278409090909
2023,"Auckland University of Technology","hybrid",348,24.7159090909091
2023,"Auckland University of Technology","green",104,7.38636363636364
2023,"Auckland University of Technology","bronze",46,3.26704545454545
2023,"University of Waikato","closed",480,43.360433604336
2023,"University of Waikato","gold",310,28.003613369467
2023,"University of Waikato","hybrid",217,19.6025293586269
2023,"University of Waikato","green",60,5.42005420054201
2023,"University of Waikato","bronze",40,3.613369467028
2023,"Massey University","closed",625,35.1716375914463
