"year","institution","oa_type","value","pc"
2016,"University of Otago","green",250,7.95418390073178
2016,"University of Otago","bronze",181,5.75882914412981
2016,"AgResearch","closed",188,45.083932853717
2016,"AgResearch","gold",74,17.7458033573141
2016,"AgResearch","hybrid",66,15.8273381294964
2016,"AgResearch","green",47,11.2709832134293
2016,"AgResearch","bronze",42,10.0719424460432
2016,"ESR","closed",36,50.7042253521127
2016,"ESR","gold",17,23.943661971831
2016,"ESR","hybrid",10,14.0845070422535
2016,"ESR","green",6,8.45070422535211
2016,"ESR","bronze",2,2.8169014084507
2016,"GNS","closed",151,55.719557195572
2016,"GNS","gold",51,18.8191881918819
2016,"GNS","hybrid",30,11.070110701107
2016,"GNS","green",21,7.74907749077491
2016,"GNS","bronze",18,6.64206642066421
2016,"Landcare Research","closed",167,53.015873015873
2016,"Landcare Research","gold",55,17.4603174603175
2016,"Landcare Research","hybrid",48,15.2380952380952
2016,"Landcare Research","green",27,8.57142857142857
2016,"Landcare Research","bronze",18,5.71428571428571
2016,"NIWA","closed",159,54.0816326530612
2016,"NIWA","gold",58,19.7278911564626
2016,"NIWA","hybrid",30,10.2040816326531
2016,"NIWA","green",28,9.52380952380952
2016,"NIWA","bronze",19,6.46258503401361
2016,"Plant & Food Research","closed",162,52.9411764705882
2016,"Plant & Food Research","gold",60,19.6078431372549
2016,"Plant & Food Research","hybrid",53,17.3202614379085
2016,"Plant & Food Research","green",20,6.5359477124183
2016,"Plant & Food Research","bronze",11,3.59477124183007
2016,"Scion","closed",63,54.3103448275862
2016,"Scion","gold",18,15.5172413793103
2016,"Scion","hybrid",15,12.9310344827586
2016,"Scion","green",11,9.48275862068965
2016,"Scion","bronze",9,7.75862068965517
2016,"Te Pūkenga","closed",0,NA
2016,"Te Pūkenga","gold",0,NA
2016,"Te Pūkenga","hybrid",0,NA
2016,"Te Pūkenga","green",0,NA
2016,"Te Pūkenga","bronze",0,NA
2016,"Cawthron Institute","closed",55,64.7058823529412
2016,"Cawthron Institute","gold",12,14.1176470588235
2016,"Cawthron Institute","hybrid",7,8.23529411764706
2016,"Cawthron Institute","green",6,7.05882352941176
2016,"Cawthron Institute","bronze",5,5.88235294117647
2016,"Malaghan Institute","closed",14,48.2758620689655
2016,"Malaghan Institute","gold",8,27.5862068965517
2016,"Malaghan Institute","hybrid",5,17.2413793103448
2016,"Malaghan Institute","green",2,6.89655172413793
2016,"Malaghan Institute","bronze",0,0
2017,"University of Auckland","closed",2896,58.2696177062374
2017,"University of Auckland","gold",702,14.1247484909457
2017,"University of Auckland","hybrid",560,11.2676056338028
2017,"University of Auckland","green",524,10.5432595573441
2017,"University of Auckland","bronze",288,5.79476861167002
2017,"Auckland University of Technology","closed",810,59.3406593406593
2017,"Auckland University of Technology","gold",210,15.3846153846154
2017,"Auckland University of Technology","hybrid",199,14.5787545787546
2017,"Auckland University of Technology","green",95,6.95970695970696
2017,"Auckland University of Technology","bronze",51,3.73626373626374
2017,"University of Waikato","closed",674,56.1666666666667
2017,"University of Waikato","gold",222,18.5
2017,"University of Waikato","hybrid",154,12.8333333333333
2017,"University of Waikato","green",92,7.66666666666667
2017,"University of Waikato","bronze",58,4.83333333333333
2017,"Massey University","closed",1194,61.1680327868852
2017,"Massey University","gold",295,15.1127049180328
2017,"Massey University","hybrid",173,8.86270491803279
2017,"Massey University","green",172,8.81147540983607
2017,"Massey University","bronze",118,6.04508196721311
2017,"Victoria University of Wellington","closed",1199,62.480458572173
2017,"Victoria University of Wellington","gold",258,13.4445023449713
2017,"Victoria University of Wellington","hybrid",201,10.4742053152684
2017,"Victoria University of Wellington","green",174,9.06722251172486
2017,"Victoria University of Wellington","bronze",87,4.53361125586243
2017,"University of Canterbury","closed",783,54.8703573931324
2017,"University of Canterbury","gold",224,15.6972669936931
2017,"University of Canterbury","hybrid",207,14.5059565522074
2017,"University of Canterbury","green",109,7.63840224246671
2017,"University of Canterbury","bronze",104,7.28801681850035
2017,"Lincoln University","closed",254,57.0786516853933
2017,"Lincoln University","gold",75,16.8539325842697
2017,"Lincoln University","hybrid",44,9.8876404494382
2017,"Lincoln University","green",37,8.31460674157303
2017,"Lincoln University","bronze",35,7.86516853932584
2017,"University of Otago","closed",1802,53.968253968254
2017,"University of Otago","gold",592,17.7298592392932
2017,"University of Otago","hybrid",447,13.3872416891285
2017,"University of Otago","green",320,9.58370769691524
2017,"University of Otago","bronze",178,5.3309374064091
2017,"AgResearch","closed",188,45.8536585365854
2017,"AgResearch","gold",79,19.2682926829268
2017,"AgResearch","hybrid",56,13.6585365853659
2017,"AgResearch","green",45,10.9756097560976
2017,"AgResearch","bronze",42,10.2439024390244
2017,"ESR","closed",27,37.5
2017,"ESR","gold",17,23.6111111111111
2017,"ESR","hybrid",13,18.0555555555556
2017,"ESR","green",8,11.1111111111111
2017,"ESR","bronze",7,9.72222222222222
2017,"GNS","closed",164,52.3961661341853
2017,"GNS","gold",46,14.6964856230032
2017,"GNS","hybrid",36,11.5015974440895
2017,"GNS","green",35,11.1821086261981
2017,"GNS","bronze",32,10.223642172524
2017,"Landcare Research","closed",142,56.5737051792829
2017,"Landcare Research","gold",36,14.3426294820717
2017,"Landcare Research","hybrid",28,11.1553784860558
2017,"Landcare Research","green",26,10.3585657370518
2017,"Landcare Research","bronze",19,7.56972111553785
2017,"NIWA","closed",137,46.5986394557823
2017,"NIWA","gold",67,22.7891156462585
2017,"NIWA","hybrid",37,12.5850340136054
2017,"NIWA","green",27,9.18367346938776
2017,"NIWA","bronze",26,8.84353741496599
2017,"Plant & Food Research","closed",154,48.8888888888889
2017,"Plant & Food Research","gold",66,20.952380952381
2017,"Plant & Food Research","hybrid",62,19.6825396825397
2017,"Plant & Food Research","green",20,6.34920634920635
2017,"Plant & Food Research","bronze",13,4.12698412698413
2017,"Scion","closed",67,55.3719008264463
2017,"Scion","gold",27,22.3140495867769
2017,"Scion","hybrid",12,9.91735537190083
2017,"Scion","green",8,6.61157024793388
2017,"Scion","bronze",7,5.78512396694215
2017,"Te Pūkenga","closed",0,NA
2017,"Te Pūkenga","gold",0,NA
2017,"Te Pūkenga","hybrid",0,NA
2017,"Te Pūkenga","green",0,NA
2017,"Te Pūkenga","bronze",0,NA
2017,"Cawthron Institute","closed",42,51.219512195122
2017,"Cawthron Institute","gold",24,29.2682926829268
2017,"Cawthron Institute","hybrid",8,9.75609756097561
2017,"Cawthron Institute","green",5,6.09756097560976
2017,"Cawthron Institute","bronze",3,3.65853658536585
2017,"Malaghan Institute","closed",14,41.1764705882353
2017,"Malaghan Institute","gold",12,35.2941176470588
2017,"Malaghan Institute","hybrid",5,14.7058823529412
2017,"Malaghan Institute","green",2,5.88235294117647
2017,"Malaghan Institute","bronze",1,2.94117647058824
2018,"University of Auckland","closed",2825,55.9295189071471
2018,"University of Auckland","gold",784,15.5216788754702
2018,"University of Auckland","hybrid",598,11.8392397545041
2018,"University of Auckland","green",581,11.5026727380717
2018,"University of Auckland","bronze",263,5.20688972480697
2018,"Auckland University of Technology","closed",820,58.1973030518098
2018,"Auckland University of Technology","gold",236,16.749467707594
2018,"Auckland University of Technology","hybrid",192,13.6266855926189
2018,"Auckland University of Technology","green",119,8.44570617459191
2018,"Auckland University of Technology","bronze",42,2.98083747338538
2018,"University of Waikato","closed",582,55.4285714285714
2018,"University of Waikato","gold",216,20.5714285714286
2018,"University of Waikato","hybrid",127,12.0952380952381
2018,"University of Waikato","green",72,6.85714285714286
2018,"University of Waikato","bronze",53,5.04761904761905
2018,"Massey University","closed",975,55.2095130237826
2018,"Massey University","gold",334,18.9127972819932
2018,"Massey University","hybrid",182,10.3057757644394
2018,"Massey University","green",179,10.1359003397508
2018,"Massey University","bronze",96,5.43601359003398
2018,"Victoria University of Wellington","closed",1150,59.8646538261322
2018,"Victoria University of Wellington","gold",299,15.5648099947944
2018,"Victoria University of Wellington","hybrid",223,11.6085372201978
2018,"Victoria University of Wellington","green",162,8.43310775637689
2018,"Victoria University of Wellington","bronze",87,4.5288912024987
2018,"University of Canterbury","closed",791,53.3018867924528
2018,"University of Canterbury","gold",253,17.0485175202156
2018,"University of Canterbury","hybrid",240,16.1725067385445
2018,"University of Canterbury","green",138,9.29919137466307
2018,"University of Canterbury","bronze",62,4.17789757412399
2018,"Lincoln University","closed",225,53.0660377358491
2018,"Lincoln University","gold",84,19.811320754717
2018,"Lincoln University","hybrid",44,10.377358490566
2018,"Lincoln University","green",39,9.19811320754717
2018,"Lincoln University","bronze",32,7.54716981132075
2018,"University of Otago","closed",1769,51.6345592527729
2018,"University of Otago","gold",666,19.4395796847636
2018,"University of Otago","hybrid",480,14.0105078809107
2018,"University of Otago","green",326,9.51546993578517
2018,"University of Otago","bronze",185,5.39988324576766
2018,"AgResearch","closed",191,48.2323232323232
2018,"AgResearch","gold",73,18.4343434343434
2018,"AgResearch","hybrid",48,12.1212121212121
2018,"AgResearch","green",43,10.8585858585859
2018,"AgResearch","bronze",41,10.3535353535354
2018,"ESR","closed",27,41.5384615384615
2018,"ESR","gold",16,24.6153846153846
2018,"ESR","hybrid",9,13.8461538461538
2018,"ESR","green",7,10.7692307692308
2018,"ESR","bronze",6,9.23076923076923
2018,"GNS","closed",174,57.2368421052632
2018,"GNS","gold",45,14.8026315789474
2018,"GNS","hybrid",36,11.8421052631579
2018,"GNS","green",34,11.1842105263158
2018,"GNS","bronze",15,4.93421052631579
2018,"Landcare Research","closed",129,52.0161290322581
2018,"Landcare Research","gold",44,17.741935483871
2018,"Landcare Research","hybrid",34,13.7096774193548
2018,"Landcare Research","green",29,11.6935483870968
2018,"Landcare Research","bronze",12,4.83870967741935
2018,"NIWA","closed",132,39.8791540785499
2018,"NIWA","gold",95,28.7009063444109
2018,"NIWA","hybrid",42,12.6888217522659
2018,"NIWA","green",32,9.66767371601208
2018,"NIWA","bronze",30,9.06344410876133
2018,"Plant & Food Research","closed",161,49.5384615384615
2018,"Plant & Food Research","gold",72,22.1538461538462
2018,"Plant & Food Research","hybrid",62,19.0769230769231
2018,"Plant & Food Research","green",20,6.15384615384615
2018,"Plant & Food Research","bronze",10,3.07692307692308
2018,"Scion","closed",60,46.5116279069767
2018,"Scion","gold",31,24.031007751938
2018,"Scion","hybrid",19,14.7286821705426
2018,"Scion","green",11,8.52713178294574
2018,"Scion","bronze",8,6.2015503875969
2018,"Te Pūkenga","closed",0,NA
2018,"Te Pūkenga","gold",0,NA
2018,"Te Pūkenga","hybrid",0,NA
2018,"Te Pūkenga","green",0,NA
2018,"Te Pūkenga","bronze",0,NA
2018,"Cawthron Institute","closed",47,54.0229885057471
2018,"Cawthron Institute","gold",22,25.2873563218391
2018,"Cawthron Institute","hybrid",10,11.4942528735632
2018,"Cawthron Institute","green",7,8.04597701149425
2018,"Cawthron Institute","bronze",1,1.14942528735632
2018,"Malaghan Institute","closed",11,42.3076923076923
2018,"Malaghan Institute","gold",5,19.2307692307692
2018,"Malaghan Institute","hybrid",4,15.3846153846154
2018,"Malaghan Institute","green",4,15.3846153846154
2018,"Malaghan Institute","bronze",2,7.69230769230769
2019,"University of Auckland","closed",3201,56.7251461988304
2019,"University of Auckland","gold",1010,17.8982810561758
2019,"University of Auckland","hybrid",578,10.2427786638313
2019,"University of Auckland","green",549,9.72886762360447
2019,"University of Auckland","bronze",305,5.40492645755804
2019,"Auckland University of Technology","closed",825,55.9701492537313
2019,"Auckland University of Technology","gold",317,21.506105834464
2019,"Auckland University of Technology","hybrid",166,11.2618724559023
2019,"Auckland University of Technology","green",93,6.30936227951153
2019,"Auckland University of Technology","bronze",73,4.95251017639077
2019,"University of Waikato","closed",626,55.7932263814617
2019,"University of Waikato","gold",215,19.1622103386809
2019,"University of Waikato","hybrid",160,14.2602495543672
2019,"University of Waikato","green",71,6.32798573975045
2019,"University of Waikato","bronze",50,4.45632798573975
2019,"Massey University","closed",1019,53.7730870712401
2019,"Massey University","gold",410,21.6358839050132
2019,"Massey University","hybrid",197,10.3957783641161
2019,"Massey University","green",143,7.54617414248021
2019,"Massey University","bronze",126,6.6490765171504
2019,"Victoria University of Wellington","closed",1067,55
2019,"Victoria University of Wellington","gold",343,17.680412371134
2019,"Victoria University of Wellington","hybrid",275,14.1752577319588
2019,"Victoria University of Wellington","green",173,8.91752577319588
2019,"Victoria University of Wellington","bronze",82,4.22680412371134
2019,"University of Canterbury","closed",777,50.7511430437622
2019,"University of Canterbury","gold",278,18.1580666231221
2019,"University of Canterbury","hybrid",277,18.092749836708
2019,"University of Canterbury","green",108,7.05421293272371
2019,"University of Canterbury","bronze",91,5.94382756368387
2019,"Lincoln University","closed",285,58.2822085889571
2019,"Lincoln University","gold",111,22.6993865030675
2019,"Lincoln University","hybrid",37,7.56646216768916
2019,"Lincoln University","green",32,6.5439672801636
2019,"Lincoln University","bronze",24,4.9079754601227
2019,"University of Otago","closed",1824,50.7795100222717
2019,"University of Otago","gold",752,20.9354120267261
2019,"University of Otago","hybrid",418,11.6369710467706
2019,"University of Otago","green",357,9.93875278396436
2019,"University of Otago","bronze",241,6.70935412026726
2019,"AgResearch","closed",147,38.28125
2019,"AgResearch","gold",120,31.25
2019,"AgResearch","hybrid",55,14.3229166666667
2019,"AgResearch","green",40,10.4166666666667
2019,"AgResearch","bronze",22,5.72916666666667
2019,"ESR","closed",56,60.8695652173913
2019,"ESR","gold",19,20.6521739130435
2019,"ESR","hybrid",10,10.8695652173913
2019,"ESR","green",4,4.34782608695652
2019,"ESR","bronze",3,3.26086956521739
2019,"GNS","closed",141,49.1289198606272
2019,"GNS","gold",49,17.0731707317073
2019,"GNS","hybrid",49,17.0731707317073
2019,"GNS","green",27,9.40766550522648
2019,"GNS","bronze",21,7.31707317073171
2019,"Landcare Research","closed",143,48.8054607508532
2019,"Landcare Research","gold",67,22.8668941979522
2019,"Landcare Research","hybrid",34,11.6040955631399
2019,"Landcare Research","green",26,8.87372013651877
2019,"Landcare Research","bronze",23,7.84982935153584
2019,"NIWA","closed",127,37.5739644970414
2019,"NIWA","gold",95,28.1065088757396
2019,"NIWA","hybrid",47,13.905325443787
2019,"NIWA","green",38,11.2426035502959
2019,"NIWA","bronze",31,9.17159763313609
2019,"Plant & Food Research","closed",172,47.3829201101928
2019,"Plant & Food Research","gold",95,26.1707988980716
2019,"Plant & Food Research","hybrid",48,13.2231404958678
2019,"Plant & Food Research","green",31,8.53994490358127
2019,"Plant & Food Research","bronze",17,4.6831955922865
2019,"Scion","closed",109,62.6436781609195
2019,"Scion","gold",33,18.9655172413793
2019,"Scion","hybrid",12,6.89655172413793
2019,"Scion","green",10,5.74712643678161
2019,"Scion","bronze",10,5.74712643678161
2019,"Te Pūkenga","closed",0,NA
2019,"Te Pūkenga","gold",0,NA
2019,"Te Pūkenga","hybrid",0,NA
2019,"Te Pūkenga","green",0,NA
2019,"Te Pūkenga","bronze",0,NA
2019,"Cawthron Institute","closed",38,40.4255319148936
2019,"Cawthron Institute","gold",36,38.2978723404255
2019,"Cawthron Institute","hybrid",8,8.51063829787234
2019,"Cawthron Institute","green",6,6.38297872340426
2019,"Cawthron Institute","bronze",6,6.38297872340426
2019,"Malaghan Institute","closed",12,27.2727272727273
2019,"Malaghan Institute","gold",11,25
2019,"Malaghan Institute","hybrid",11,25
2019,"Malaghan Institute","green",7,15.9090909090909
2019,"Malaghan Institute","bronze",3,6.81818181818182
2020,"University of Auckland","closed",3221,53.1869220607662
2020,"University of Auckland","gold",1159,19.1380449141347
2020,"University of Auckland","hybrid",682,11.2615587846764
2020,"University of Auckland","green",570,9.41215323645971
2020,"University of Auckland","bronze",424,7.00132100396301
2020,"Auckland University of Technology","closed",840,53.9152759948652
2020,"Auckland University of Technology","gold",349,22.400513478819
2020,"Auckland University of Technology","hybrid",189,12.1309370988447
2020,"Auckland University of Technology","green",99,6.35430038510911
2020,"Auckland University of Technology","bronze",81,5.198973042362
2020,"University of Waikato","closed",551,48.5462555066079
2020,"University of Waikato","gold",214,18.8546255506608
2020,"University of Waikato","hybrid",204,17.9735682819383
2020,"University of Waikato","green",93,8.19383259911894
2020,"University of Waikato","bronze",73,6.43171806167401
2020,"Massey University","closed",1126,51.6040329972502
2020,"Massey University","gold",514,23.5563703024748
2020,"Massey University","hybrid",259,11.8698441796517
2020,"Massey University","green",153,7.01191567369386
2020,"Massey University","bronze",130,5.95783684692942
2020,"Victoria University of Wellington","closed",1267,44.7545037089368
2020,"Victoria University of Wellington","gold",1005,35.4998233839633
2020,"Victoria University of Wellington","hybrid",311,10.9855174849876
2020,"Victoria University of Wellington","green",132,4.66266336983398
2020,"Victoria University of Wellington","bronze",116,4.09749205227835
2020,"University of Canterbury","closed",726,45.4887218045113
2020,"University of Canterbury","gold",308,19.2982456140351
2020,"University of Canterbury","hybrid",291,18.2330827067669
2020,"University of Canterbury","green",143,8.95989974937343
2020,"University of Canterbury","bronze",128,8.02005012531328
2020,"Lincoln University","closed",244,53.5087719298246
2020,"Lincoln University","gold",119,26.0964912280702
2020,"Lincoln University","hybrid",36,7.89473684210526
2020,"Lincoln University","green",30,6.57894736842105
2020,"Lincoln University","bronze",27,5.92105263157895
2020,"University of Otago","closed",1861,46.9002016129032
2020,"University of Otago","gold",909,22.9082661290323
2020,"University of Otago","hybrid",459,11.5675403225806
2020,"University of Otago","green",443,11.164314516129
2020,"University of Otago","bronze",296,7.45967741935484
2020,"AgResearch","closed",170,38.8127853881278
2020,"AgResearch","gold",141,32.1917808219178
2020,"AgResearch","hybrid",63,14.3835616438356
2020,"AgResearch","green",34,7.76255707762557
2020,"AgResearch","bronze",30,6.84931506849315
2020,"ESR","closed",52,54.7368421052632
2020,"ESR","gold",26,27.3684210526316
2020,"ESR","hybrid",8,8.42105263157895
2020,"ESR","green",5,5.26315789473684
2020,"ESR","bronze",4,4.21052631578947
2020,"GNS","closed",153,50.6622516556291
2020,"GNS","gold",49,16.2251655629139
2020,"GNS","hybrid",48,15.8940397350993
2020,"GNS","green",32,10.5960264900662
2020,"GNS","bronze",20,6.62251655629139
2020,"Landcare Research","closed",147,46.9648562300319
2020,"Landcare Research","gold",80,25.5591054313099
2020,"Landcare Research","hybrid",35,11.1821086261981
2020,"Landcare Research","green",30,9.58466453674121
2020,"Landcare Research","bronze",21,6.70926517571885
2020,"NIWA","closed",206,43.8297872340426
2020,"NIWA","gold",128,27.2340425531915
2020,"NIWA","hybrid",56,11.9148936170213
2020,"NIWA","green",56,11.9148936170213
2020,"NIWA","bronze",24,5.1063829787234
2020,"Plant & Food Research","closed",165,50.9259259259259
2020,"Plant & Food Research","gold",91,28.0864197530864
2020,"Plant & Food Research","hybrid",29,8.95061728395062
2020,"Plant & Food Research","green",20,6.17283950617284
2020,"Plant & Food Research","bronze",19,5.8641975308642
2020,"Scion","closed",54,41.8604651162791
2020,"Scion","gold",32,24.8062015503876
2020,"Scion","hybrid",15,11.6279069767442
2020,"Scion","green",14,10.8527131782946
2020,"Scion","bronze",14,10.8527131782946
2020,"Te Pūkenga","closed",0,NA
2020,"Te Pūkenga","gold",0,NA
2020,"Te Pūkenga","hybrid",0,NA
2020,"Te Pūkenga","green",0,NA
2020,"Te Pūkenga","bronze",0,NA
2020,"Cawthron Institute","closed",68,49.2753623188406
2020,"Cawthron Institute","gold",39,28.2608695652174
2020,"Cawthron Institute","hybrid",14,10.1449275362319
2020,"Cawthron Institute","green",11,7.97101449275362
2020,"Cawthron Institute","bronze",6,4.34782608695652
2020,"Malaghan Institute","closed",24,38.7096774193548
2020,"Malaghan Institute","gold",14,22.5806451612903
2020,"Malaghan Institute","hybrid",11,17.741935483871
2020,"Malaghan Institute","green",8,12.9032258064516
2020,"Malaghan Institute","bronze",5,8.06451612903226
2021,"University of Auckland","closed",3140,50.2963318917187
2021,"University of Auckland","gold",1399,22.4090981899728
2021,"University of Auckland","hybrid",665,10.6519301617812
2021,"University of Auckland","green",524,8.39340060868172
2021,"University of Auckland","bronze",515,8.24923914784559
2021,"Auckland University of Technology","closed",873,49.238578680203
2021,"Auckland University of Technology","gold",397,22.3914269599549
2021,"Auckland University of Technology","hybrid",190,10.7163000564016
2021,"Auckland University of Technology","green",186,10.4906937394247
2021,"Auckland University of Technology","bronze",127,7.16300056401579
2021,"University of Waikato","closed",599,49.7095435684647
2021,"University of Waikato","gold",243,20.1659751037344
2021,"University of Waikato","hybrid",184,15.2697095435685
2021,"University of Waikato","green",102,8.46473029045643
2021,"University of Waikato","bronze",77,6.39004149377593
2021,"Massey University","closed",1109,47.5353621945992
2021,"Massey University","gold",661,28.3326189455637
2021,"Massey University","hybrid",252,10.8015430775825
2021,"Massey University","green",161,6.90098585512216
2021,"Massey University","bronze",150,6.42948992713245
2021,"Victoria University of Wellington","closed",986,37.5762195121951
2021,"Victoria University of Wellington","gold",980,37.3475609756098
2021,"Victoria University of Wellington","hybrid",358,13.6432926829268
2021,"Victoria University of Wellington","green",156,5.94512195121951
2021,"Victoria University of Wellington","bronze",144,5.48780487804878
2021,"University of Canterbury","closed",772,45.5188679245283
2021,"University of Canterbury","gold",353,20.813679245283
2021,"University of Canterbury","hybrid",270,15.9198113207547
2021,"University of Canterbury","green",168,9.90566037735849
2021,"University of Canterbury","bronze",133,7.84198113207547
2021,"Lincoln University","closed",281,51.183970856102
2021,"Lincoln University","gold",151,27.5045537340619
2021,"Lincoln University","hybrid",52,9.47176684881603
2021,"Lincoln University","green",43,7.83242258652095
2021,"Lincoln University","bronze",22,4.00728597449909
2021,"University of Otago","closed",1834,46.4303797468354
2021,"University of Otago","gold",1017,25.746835443038
2021,"University of Otago","hybrid",425,10.7594936708861
2021,"University of Otago","green",357,9.0379746835443
2021,"University of Otago","bronze",317,8.0253164556962
2021,"AgResearch","closed",163,37.129840546697
2021,"AgResearch","gold",151,34.3963553530752
2021,"AgResearch","hybrid",64,14.5785876993166
2021,"AgResearch","green",38,8.65603644646925
2021,"AgResearch","bronze",23,5.23917995444191
2021,"ESR","closed",57,39.041095890411
2021,"ESR","gold",55,37.6712328767123
2021,"ESR","hybrid",18,12.3287671232877
2021,"ESR","green",12,8.21917808219178
2021,"ESR","bronze",4,2.73972602739726
2021,"GNS","closed",148,45.2599388379205
2021,"GNS","gold",75,22.9357798165138
2021,"GNS","hybrid",48,14.6788990825688
2021,"GNS","green",41,12.5382262996942
2021,"GNS","bronze",15,4.58715596330275
2021,"Landcare Research","closed",157,44.6022727272727
2021,"Landcare Research","gold",71,20.1704545454545
2021,"Landcare Research","hybrid",49,13.9204545454545
2021,"Landcare Research","green",43,12.2159090909091
2021,"Landcare Research","bronze",32,9.09090909090909
2021,"NIWA","closed",138,31.7241379310345
2021,"NIWA","gold",129,29.6551724137931
2021,"NIWA","hybrid",83,19.0804597701149
2021,"NIWA","green",59,13.5632183908046
2021,"NIWA","bronze",26,5.97701149425287
2021,"Plant & Food Research","closed",180,46.9973890339426
2021,"Plant & Food Research","gold",105,27.4151436031332
2021,"Plant & Food Research","hybrid",41,10.7049608355091
2021,"Plant & Food Research","green",30,7.83289817232376
2021,"Plant & Food Research","bronze",27,7.04960835509138
2021,"Scion","closed",75,49.6688741721854
2021,"Scion","gold",39,25.8278145695364
2021,"Scion","hybrid",19,12.5827814569536
2021,"Scion","green",16,10.5960264900662
2021,"Scion","bronze",2,1.32450331125828
2021,"Te Pūkenga","closed",1,100
2021,"Te Pūkenga","gold",0,0
2021,"Te Pūkenga","hybrid",0,0
2021,"Te Pūkenga","green",0,0
2021,"Te Pūkenga","bronze",0,0
2021,"Cawthron Institute","closed",61,43.5714285714286
2021,"Cawthron Institute","gold",50,35.7142857142857
2021,"Cawthron Institute","hybrid",14,10
2021,"Cawthron Institute","green",12,8.57142857142857
2021,"Cawthron Institute","bronze",3,2.14285714285714
2021,"Malaghan Institute","closed",16,38.0952380952381
2021,"Malaghan Institute","gold",12,28.5714285714286
2021,"Malaghan Institute","hybrid",6,14.2857142857143
2021,"Malaghan Institute","green",5,11.9047619047619
2021,"Malaghan Institute","bronze",3,7.14285714285714
2022,"University of Auckland","closed",2667,46.0780926053905
2022,"University of Auckland","gold",1390,24.015203870076
2022,"University of Auckland","hybrid",873,15.0829302004147
2022,"University of Auckland","green",545,9.41603317208017
2022,"University of Auckland","bronze",313,5.4077401520387
2022,"Auckland University of Technology","closed",641,40.9584664536741
2022,"Auckland University of Technology","gold",448,28.6261980830671
2022,"Auckland University of Technology","hybrid",267,17.0607028753994
2022,"Auckland University of Technology","green",130,8.30670926517572
2022,"Auckland University of Technology","bronze",79,5.04792332268371
2022,"University of Waikato","closed",554,46.6329966329966
2022,"University of Waikato","gold",279,23.4848484848485
2022,"University of Waikato","hybrid",191,16.0774410774411
2022,"University of Waikato","green",125,10.5218855218855
2022,"University of Waikato","bronze",39,3.28282828282828
2022,"Massey University","closed",903,41.9804741980474
2022,"Massey University","gold",659,30.6369130636913
2022,"Massey University","hybrid",313,14.5513714551371
2022,"Massey University","green",172,7.99628079962808
2022,"Massey University","bronze",104,4.83496048349605
2022,"Victoria University of Wellington","closed",970,46.4781983708673
2022,"Victoria University of Wellington","gold",392,18.7829420220412
2022,"Victoria University of Wellington","hybrid",299,14.3267848586488
2022,"Victoria University of Wellington","green",292,13.9913751796838
2022,"Victoria University of Wellington","bronze",134,6.42069956875898
2022,"University of Canterbury","closed",685,42.0245398773006
2022,"University of Canterbury","gold",394,24.1717791411043
2022,"University of Canterbury","hybrid",299,18.3435582822086
2022,"University of Canterbury","green",173,10.6134969325153
2022,"University of Canterbury","bronze",79,4.84662576687117
2022,"Lincoln University","closed",206,44.1113490364026
2022,"Lincoln University","gold",180,38.5438972162741
2022,"Lincoln University","hybrid",47,10.0642398286938
2022,"Lincoln University","green",23,4.92505353319058
2022,"Lincoln University","bronze",11,2.35546038543897
2022,"University of Otago","closed",1418,40.1585952987822
2022,"University of Otago","gold",946,26.791277258567
2022,"University of Otago","hybrid",592,16.7657887284055
2022,"University of Otago","green",358,10.1387708864344
2022,"University of Otago","bronze",217,6.14556782781082
2022,"AgResearch","closed",153,40.8
2022,"AgResearch","gold",115,30.6666666666667
2022,"AgResearch","hybrid",70,18.6666666666667
2022,"AgResearch","green",25,6.66666666666667
2022,"AgResearch","bronze",12,3.2
2022,"ESR","closed",38,34.2342342342342
2022,"ESR","gold",31,27.9279279279279
2022,"ESR","hybrid",19,17.1171171171171
2022,"ESR","green",16,14.4144144144144
2022,"ESR","bronze",7,6.30630630630631
2022,"GNS","closed",148,43.4017595307918
2022,"GNS","gold",73,21.4076246334311
2022,"GNS","hybrid",59,17.3020527859238
2022,"GNS","green",50,14.6627565982405
2022,"GNS","bronze",11,3.2258064516129
2022,"Landcare Research","closed",110,35.4838709677419
2022,"Landcare Research","gold",81,26.1290322580645
2022,"Landcare Research","hybrid",77,24.8387096774194
2022,"Landcare Research","green",22,7.09677419354839
2022,"Landcare Research","bronze",20,6.45161290322581
2022,"NIWA","closed",123,32.7127659574468
2022,"NIWA","gold",110,29.2553191489362
2022,"NIWA","hybrid",78,20.7446808510638
2022,"NIWA","green",44,11.7021276595745
2022,"NIWA","bronze",21,5.58510638297872
2022,"Plant & Food Research","closed",128,39.3846153846154
2022,"Plant & Food Research","gold",119,36.6153846153846
2022,"Plant & Food Research","hybrid",51,15.6923076923077
2022,"Plant & Food Research","green",21,6.46153846153846
2022,"Plant & Food Research","bronze",6,1.84615384615385
2022,"Scion","closed",66,38.5964912280702
2022,"Scion","gold",59,34.5029239766082
2022,"Scion","hybrid",29,16.9590643274854
2022,"Scion","green",10,5.84795321637427
2022,"Scion","bronze",7,4.09356725146199
2022,"Te Pūkenga","closed",46,74.1935483870968
2022,"Te Pūkenga","gold",6,9.67741935483871
2022,"Te Pūkenga","hybrid",5,8.06451612903226
2022,"Te Pūkenga","green",5,8.06451612903226
2022,"Te Pūkenga","bronze",0,0
