"year","institution","country","key","count","pc"
2013,"UNSW Sydney","au","diamond",64,0.826019617965927
2014,"University of Auckland","nz","closed",2783,66.3250714966635
2014,"University of Auckland","nz","bronze",476,11.3441372735939
2014,"University of Auckland","nz","green",391,9.31839847473785
2014,"University of Auckland","nz","gold",372,8.86558627264061
2014,"University of Auckland","nz","hybrid",113,2.6930409914204
2014,"University of Auckland","nz","diamond",61,1.45376549094376
2014,"Auckland University of Technology","nz","closed",580,65.2418447694038
2014,"Auckland University of Technology","nz","green",106,11.9235095613048
2014,"Auckland University of Technology","nz","bronze",102,11.4735658042745
2014,"Auckland University of Technology","nz","gold",68,7.64904386951631
2014,"Auckland University of Technology","nz","diamond",17,1.91226096737908
2014,"Auckland University of Technology","nz","hybrid",16,1.79977502812149
2014,"University of Waikato","nz","closed",604,64.8764769065521
2014,"University of Waikato","nz","green",149,16.0042964554243
2014,"University of Waikato","nz","bronze",97,10.4189044038668
2014,"University of Waikato","nz","gold",41,4.40386680988185
2014,"University of Waikato","nz","diamond",20,2.14822771213749
2014,"University of Waikato","nz","hybrid",20,2.14822771213749
2014,"Massey University","nz","closed",1073,67.5267463813719
2014,"Massey University","nz","bronze",163,10.2580239144116
2014,"Massey University","nz","gold",145,9.12523599748269
2014,"Massey University","nz","green",132,8.30711139081183
2014,"Massey University","nz","hybrid",53,3.33543108873505
2014,"Massey University","nz","diamond",23,1.44745122718691
2014,"Victoria University of Wellington","nz","closed",1088,71.2508185985593
2014,"Victoria University of Wellington","nz","bronze",160,10.4780615586117
2014,"Victoria University of Wellington","nz","green",151,9.88867059593975
2014,"Victoria University of Wellington","nz","gold",78,5.10805500982318
2014,"Victoria University of Wellington","nz","diamond",27,1.76817288801572
2014,"Victoria University of Wellington","nz","hybrid",23,1.50622134905043
2014,"University of Canterbury","nz","closed",966,68.2685512367491
2014,"University of Canterbury","nz","bronze",160,11.3074204946996
2014,"University of Canterbury","nz","green",144,10.1766784452297
2014,"University of Canterbury","nz","gold",81,5.7243816254417
2014,"University of Canterbury","nz","hybrid",42,2.96819787985866
2014,"University of Canterbury","nz","diamond",22,1.5547703180212
2014,"Lincoln University","nz","closed",216,65.4545454545455
2014,"Lincoln University","nz","bronze",54,16.3636363636364
2014,"Lincoln University","nz","gold",32,9.6969696969697
2014,"Lincoln University","nz","green",16,4.84848484848485
2014,"Lincoln University","nz","hybrid",10,3.03030303030303
2014,"Lincoln University","nz","diamond",2,0.606060606060606
2014,"University of Otago","nz","closed",1702,62.550532892319
2014,"University of Otago","nz","bronze",372,13.6714443219405
2014,"University of Otago","nz","gold",314,11.539875045939
2014,"University of Otago","nz","green",196,7.20323410510842
2014,"University of Otago","nz","hybrid",81,2.97684674751929
2014,"University of Otago","nz","diamond",56,2.05806688717383
2014,"University of Melbourne","au","closed",5291,58.7627721012883
2014,"University of Melbourne","au","bronze",1226,13.6161705908485
2014,"University of Melbourne","au","green",1062,11.7947578853843
2014,"University of Melbourne","au","gold",974,10.8174144824522
2014,"University of Melbourne","au","hybrid",347,3.85384273656153
2014,"University of Melbourne","au","diamond",104,1.15504220346513
2014,"Australian National University","au","closed",3046,57.5694575694576
2014,"Australian National University","au","green",809,15.2901152901153
2014,"Australian National University","au","bronze",792,14.968814968815
