"year","institution","abbrev","country","key","count","pc"
2019,"University of Otago","UO","nz","bronze",363,10.7332939089296
2019,"University of Otago","UO","nz","green",313,9.25487876995861
2019,"University of Otago","UO","nz","hybrid",209,6.17977528089888
2019,"University of Otago","UO","nz","diamond",75,2.21762270845653
2019,"Victoria University of Wellington","VUW","nz","closed",1187,55.4154995331466
2019,"Victoria University of Wellington","VUW","nz","green",393,18.3473389355742
2019,"Victoria University of Wellington","VUW","nz","gold",236,11.0177404295051
2019,"Victoria University of Wellington","VUW","nz","bronze",200,9.33706816059757
2019,"Victoria University of Wellington","VUW","nz","hybrid",67,3.12791783380019
2019,"Victoria University of Wellington","VUW","nz","diamond",59,2.75443510737628
2019,"Massey University","MU","nz","closed",1095,54.8597194388778
2019,"Massey University","MU","nz","gold",364,18.2364729458918
2019,"Massey University","MU","nz","green",193,9.66933867735471
2019,"Massey University","MU","nz","bronze",160,8.01603206412826
2019,"Massey University","MU","nz","hybrid",133,6.66332665330661
2019,"Massey University","MU","nz","diamond",51,2.55511022044088
2019,"University of Canterbury","UC","nz","closed",891,55.2386856788593
2019,"University of Canterbury","UC","nz","gold",241,14.941103533788
2019,"University of Canterbury","UC","nz","green",232,14.3831370117793
2019,"University of Canterbury","UC","nz","bronze",124,7.68753874767514
2019,"University of Canterbury","UC","nz","hybrid",87,5.39367637941724
2019,"University of Canterbury","UC","nz","diamond",38,2.35585864848109
2019,"Auckland University of Technology","AUT","nz","closed",819,57.5949367088608
2019,"Auckland University of Technology","AUT","nz","gold",233,16.3853727144866
2019,"Auckland University of Technology","AUT","nz","green",166,11.6736990154712
2019,"Auckland University of Technology","AUT","nz","bronze",87,6.11814345991561
2019,"Auckland University of Technology","AUT","nz","hybrid",66,4.64135021097046
2019,"Auckland University of Technology","AUT","nz","diamond",51,3.58649789029536
2019,"University of Waikato","UOW","nz","closed",681,57.1308724832215
2019,"University of Waikato","UOW","nz","green",213,17.8691275167785
2019,"University of Waikato","UOW","nz","gold",140,11.744966442953
2019,"University of Waikato","UOW","nz","bronze",74,6.20805369127517
2019,"University of Waikato","UOW","nz","hybrid",47,3.94295302013423
2019,"University of Waikato","UOW","nz","diamond",37,3.10402684563758
2019,"Lincoln University","LU","nz","closed",290,59.7938144329897
2019,"Lincoln University","LU","nz","gold",104,21.4432989690722
2019,"Lincoln University","LU","nz","bronze",35,7.21649484536082
2019,"Lincoln University","LU","nz","hybrid",25,5.15463917525773
2019,"Lincoln University","LU","nz","green",24,4.94845360824742
2019,"Lincoln University","LU","nz","diamond",7,1.44329896907216
2020,"UNSW Sydney","UNSWS","au","closed",5231,46.7303912810434
2020,"UNSW Sydney","UNSWS","au","gold",2025,18.0900482401286
2020,"UNSW Sydney","UNSWS","au","green",1893,16.9108450955869
2020,"UNSW Sydney","UNSWS","au","bronze",1150,10.2733607289619
2020,"UNSW Sydney","UNSWS","au","hybrid",646,5.77094872252993
2020,"UNSW Sydney","UNSWS","au","diamond",249,2.22440593174915
2020,"The University of Melbourne","UM","au","closed",5464,41.7609293793947
2020,"The University of Melbourne","UM","au","gold",2647,20.2308162641394
2020,"The University of Melbourne","UM","au","green",2245,17.1583613573831
2020,"The University of Melbourne","UM","au","bronze",1445,11.0440232344849
2020,"The University of Melbourne","UM","au","hybrid",991,7.57413634974014
2020,"The University of Melbourne","UM","au","diamond",292,2.23173341485784
2020,"The University of Sydney","US","au","closed",6242,48.8266583229036
2020,"The University of Sydney","US","au","gold",2300,17.991239048811
2020,"The University of Sydney","US","au","green",1620,12.6720901126408
2020,"The University of Sydney","US","au","bronze",1591,12.4452440550688
2020,"The University of Sydney","US","au","hybrid",801,6.26564455569462
2020,"The University of Sydney","US","au","diamond",230,1.7991239048811
2020,"The University of Queensland","UQ","au","closed",5346,49.0278796771827
2020,"The University of Queensland","UQ","au","gold",2033,18.6445341159208
2020,"The University of Queensland","UQ","au","green",1391,12.7567865003668
2020,"The University of Queensland","UQ","au","bronze",1088,9.97798972853998
2020,"The University of Queensland","UQ","au","hybrid",808,7.41012472487161
2020,"The University of Queensland","UQ","au","diamond",238,2.18268525311812
2020,"The University of Western Australia","UWA","au","closed",2564,44.3445174680041
2020,"The University of Western Australia","UWA","au","gold",1097,18.9726738152888
2020,"The University of Western Australia","UWA","au","green",913,15.7903839501902
2020,"The University of Western Australia","UWA","au","bronze",734,12.694569353165
2020,"The University of Western Australia","UWA","au","hybrid",370,6.3991698374265
2020,"The University of Western Australia","UWA","au","diamond",104,1.79868557592529
2020,"Monash University","MAU","au","closed",5479,46.5465975702999
2020,"Monash University","MAU","au","gold",1999,16.9824144082916
2020,"Monash University","MAU","au","green",1766,15.0029734092261
2020,"Monash University","MAU","au","bronze",1483,12.59875966358
2020,"Monash University","MAU","au","hybrid",826,7.01724577351117
2020,"Monash University","MAU","au","diamond",218,1.85200917509133
2020,"The University of Adelaide","UA","au","closed",2791,51.5420129270545
2020,"The University of Adelaide","UA","au","gold",953,17.5992613111727
2020,"The University of Adelaide","UA","au","green",658,12.151431209603
2020,"The University of Adelaide","UA","au","bronze",543,10.0277008310249
2020,"The University of Adelaide","UA","au","hybrid",352,6.50046168051708
2020,"The University of Adelaide","UA","au","diamond",118,2.17913204062789
2020,"Australian National University","ANU","au","closed",2730,45.3488372093023
2020,"Australian National University","ANU","au","green",1163,19.3189368770764
2020,"Australian National University","ANU","au","gold",853,14.1694352159468
2020,"Australian National University","ANU","au","bronze",734,12.1926910299003
2020,"Australian National University","ANU","au","hybrid",406,6.74418604651163
2020,"Australian National University","ANU","au","diamond",134,2.22591362126246
2020,"University of Auckland","UOA","nz","closed",3134,54.193325263704
2020,"University of Auckland","UOA","nz","gold",1008,17.430399446654
2020,"University of Auckland","UOA","nz","green",648,11.2052567871347
2020,"University of Auckland","UOA","nz","bronze",502,8.68061559744077
2020,"University of Auckland","UOA","nz","hybrid",363,6.27701884834861
2020,"University of Auckland","UOA","nz","diamond",128,2.21338405671797
2020,"University of Otago","UO","nz","closed",1850,50.2444323737099
2020,"University of Otago","UO","nz","gold",769,20.8853883758827
2020,"University of Otago","UO","nz","green",357,9.6958174904943
2020,"University of Otago","UO","nz","bronze",348,9.45138511678436
2020,"University of Otago","UO","nz","hybrid",266,7.22433460076046
2020,"University of Otago","UO","nz","diamond",92,2.49864204236828
2020,"Victoria University of Wellington","VUW","nz","closed",1178,52.5658188308791
2020,"Victoria University of Wellington","VUW","nz","green",464,20.7050423917894
2020,"Victoria University of Wellington","VUW","nz","gold",295,13.1637661758144
2020,"Victoria University of Wellington","VUW","nz","bronze",135,6.02409638554217
2020,"Victoria University of Wellington","VUW","nz","hybrid",112,4.99776885319054
2020,"Victoria University of Wellington","VUW","nz","diamond",57,2.54350736278447
2020,"Massey University","MU","nz","closed",1206,54.6195652173913
2020,"Massey University","MU","nz","gold",459,20.7880434782609
2020,"Massey University","MU","nz","green",223,10.0996376811594
2020,"Massey University","MU","nz","bronze",144,6.52173913043478
2020,"Massey University","MU","nz","hybrid",122,5.52536231884058
2020,"Massey University","MU","nz","diamond",54,2.44565217391304
2020,"University of Canterbury","UC","nz","closed",852,50.6238859180036
2020,"University of Canterbury","UC","nz","gold",284,16.8746286393345
2020,"University of Canterbury","UC","nz","green",239,14.2008318478907
2020,"University of Canterbury","UC","nz","bronze",153,9.09090909090909
2020,"University of Canterbury","UC","nz","hybrid",112,6.65478312537136
2020,"University of Canterbury","UC","nz","diamond",43,2.55496137849079
2020,"Auckland University of Technology","AUT","nz","closed",828,55.8704453441296
2020,"Auckland University of Technology","AUT","nz","gold",283,19.0958164642375
2020,"Auckland University of Technology","AUT","nz","green",170,11.4709851551957
2020,"Auckland University of Technology","AUT","nz","hybrid",81,5.46558704453441
2020,"Auckland University of Technology","AUT","nz","bronze",74,4.99325236167341
2020,"Auckland University of Technology","AUT","nz","diamond",46,3.10391363022942
2020,"University of Waikato","UOW","nz","closed",631,51.5102040816327
2020,"University of Waikato","UOW","nz","green",193,15.7551020408163
2020,"University of Waikato","UOW","nz","gold",179,14.6122448979592
2020,"University of Waikato","UOW","nz","hybrid",108,8.81632653061225
2020,"University of Waikato","UOW","nz","bronze",70,5.71428571428571
2020,"University of Waikato","UOW","nz","diamond",44,3.59183673469388
2020,"Lincoln University","LU","nz","closed",259,54.4117647058823
2020,"Lincoln University","LU","nz","gold",118,24.7899159663866
2020,"Lincoln University","LU","nz","hybrid",34,7.14285714285714
2020,"Lincoln University","LU","nz","bronze",31,6.51260504201681
2020,"Lincoln University","LU","nz","green",30,6.30252100840336
2020,"Lincoln University","LU","nz","diamond",4,0.840336134453782
2021,"UNSW Sydney","UNSWS","au","closed",5351,45.7780819573958
2021,"UNSW Sydney","UNSWS","au","gold",2477,21.1908632047224
2021,"UNSW Sydney","UNSWS","au","green",1764,15.0911113012234
2021,"UNSW Sydney","UNSWS","au","bronze",1036,8.86303362135341
2021,"UNSW Sydney","UNSWS","au","hybrid",799,6.83548635469245
2021,"UNSW Sydney","UNSWS","au","diamond",262,2.24142356061254
2021,"The University of Melbourne","UM","au","closed",5402,39.8025346301208
2021,"The University of Melbourne","UM","au","gold",3140,23.1358679634542
2021,"The University of Melbourne","UM","au","green",2184,16.0919540229885
2021,"The University of Melbourne","UM","au","bronze",1389,10.2343059239611
2021,"The University of Melbourne","UM","au","hybrid",1157,8.52490421455939
2021,"The University of Melbourne","UM","au","diamond",300,2.210433244916
2021,"The University of Sydney","US","au","closed",5800,45.2030239264282
2021,"The University of Sydney","US","au","gold",2738,21.3389447432001
2021,"The University of Sydney","US","au","green",1681,13.1010833138493
2021,"The University of Sydney","US","au","bronze",1359,10.591536123451
2021,"The University of Sydney","US","au","hybrid",947,7.38056269971164
2021,"The University of Sydney","US","au","diamond",306,2.38484919335983
2021,"The University of Queensland","UQ","au","closed",5323,47.6715027762852
2021,"The University of Queensland","UQ","au","gold",2435,21.8072720759448
2021,"The University of Queensland","UQ","au","green",1417,12.6903098692459
2021,"The University of Queensland","UQ","au","bronze",952,8.52588214221745
2021,"The University of Queensland","UQ","au","hybrid",786,7.03922622246104
2021,"The University of Queensland","UQ","au","diamond",253,2.2658069138456
2021,"The University of Western Australia","UWA","au","closed",2424,41.5424164524422
2021,"The University of Western Australia","UWA","au","gold",1277,21.885175664096
2021,"The University of Western Australia","UWA","au","green",923,15.8183376178235
2021,"The University of Western Australia","UWA","au","bronze",580,9.94001713796058
2021,"The University of Western Australia","UWA","au","hybrid",500,8.56898029134533
2021,"The University of Western Australia","UWA","au","diamond",131,2.24507283633248
2021,"Monash University","MAU","au","closed",5441,44.3078175895766
2021,"Monash University","MAU","au","gold",2512,20.4560260586319
2021,"Monash University","MAU","au","green",1869,15.2198697068404
2021,"Monash University","MAU","au","bronze",1366,11.1237785016287
2021,"Monash University","MAU","au","hybrid",855,6.96254071661238
2021,"Monash University","MAU","au","diamond",237,1.9299674267101
2021,"The University of Adelaide","UA","au","closed",2582,49.1061240015215
2021,"The University of Adelaide","UA","au","gold",1081,20.5591479650057
2021,"The University of Adelaide","UA","au","green",644,12.2480030429821
2021,"The University of Adelaide","UA","au","bronze",442,8.40623811335109
2021,"The University of Adelaide","UA","au","hybrid",393,7.47432483834157
2021,"The University of Adelaide","UA","au","diamond",116,2.20616203879802
2021,"Australian National University","ANU","au","closed",2647,42.9568321973385
2021,"Australian National University","ANU","au","green",1207,19.5877961700747
2021,"Australian National University","ANU","au","gold",921,14.9464459591042
2021,"Australian National University","ANU","au","bronze",724,11.7494320025966
2021,"Australian National University","ANU","au","hybrid",517,8.39013307367738
2021,"Australian National University","ANU","au","diamond",146,2.3693605972087
2021,"University of Auckland","UOA","nz","closed",3019,51.4660756904194
2021,"University of Auckland","UOA","nz","gold",1177,20.0647800886464
2021,"University of Auckland","UOA","nz","green",676,11.5240368223662
2021,"University of Auckland","UOA","nz","hybrid",443,7.55199454483464
2021,"University of Auckland","UOA","nz","bronze",417,7.10876235935902
2021,"University of Auckland","UOA","nz","diamond",134,2.28435049437436
2021,"University of Otago","UO","nz","closed",1781,48.9017023613399
2021,"University of Otago","UO","nz","gold",868,23.8330587589237
2021,"University of Otago","UO","nz","green",376,10.3239978034047
2021,"University of Otago","UO","nz","hybrid",265,7.27622185612301
2021,"University of Otago","UO","nz","bronze",264,7.24876441515651
2021,"University of Otago","UO","nz","diamond",88,2.41625480505217
2021,"Victoria University of Wellington","VUW","nz","closed",1152,51.1772545535318
2021,"Victoria University of Wellington","VUW","nz","green",408,18.1252776543758
2021,"Victoria University of Wellington","VUW","nz","gold",340,15.1043980453132
2021,"Victoria University of Wellington","VUW","nz","hybrid",155,6.88582852065749
2021,"Victoria University of Wellington","VUW","nz","bronze",128,5.68636161705908
2021,"Victoria University of Wellington","VUW","nz","diamond",68,3.02087960906264
2021,"Massey University","MU","nz","closed",1162,49.5733788395904
2021,"Massey University","MU","nz","gold",599,25.5546075085324
2021,"Massey University","MU","nz","green",227,9.68430034129693
2021,"Massey University","MU","nz","hybrid",154,6.56996587030717
2021,"Massey University","MU","nz","bronze",129,5.50341296928328
2021,"Massey University","MU","nz","diamond",73,3.11433447098976
2021,"University of Canterbury","UC","nz","closed",851,48.2973893303065
2021,"University of Canterbury","UC","nz","gold",344,19.5232690124858
2021,"University of Canterbury","UC","nz","green",233,13.2236095346198
2021,"University of Canterbury","UC","nz","hybrid",177,10.0454029511918
2021,"University of Canterbury","UC","nz","bronze",120,6.81044267877412
2021,"University of Canterbury","UC","nz","diamond",37,2.09988649262202
2021,"Auckland University of Technology","AUT","nz","closed",823,52.055660974067
2021,"Auckland University of Technology","AUT","nz","gold",320,20.2403542061986
2021,"Auckland University of Technology","AUT","nz","green",176,11.1321948134092
2021,"Auckland University of Technology","AUT","nz","hybrid",110,6.95762175838077
2021,"Auckland University of Technology","AUT","nz","bronze",102,6.45161290322581
2021,"Auckland University of Technology","AUT","nz","diamond",50,3.16255534471853
2021,"University of Waikato","UOW","nz","closed",672,52.4590163934426
2021,"University of Waikato","UOW","nz","gold",211,16.4715066354411
2021,"University of Waikato","UOW","nz","green",183,14.2857142857143
2021,"University of Waikato","UOW","nz","hybrid",99,7.72833723653396
2021,"University of Waikato","UOW","nz","bronze",61,4.76190476190476
2021,"University of Waikato","UOW","nz","diamond",55,4.29352068696331
2021,"Lincoln University","LU","nz","closed",287,54.0489642184557
2021,"Lincoln University","LU","nz","gold",142,26.7419962335217
2021,"Lincoln University","LU","nz","green",34,6.4030131826742
2021,"Lincoln University","LU","nz","hybrid",32,6.02636534839925
2021,"Lincoln University","LU","nz","bronze",26,4.89642184557439
2021,"Lincoln University","LU","nz","diamond",10,1.88323917137476
2022,"UNSW Sydney","UNSWS","au","closed",4613,42.2397216372127
2022,"UNSW Sydney","UNSWS","au","gold",2498,22.8733632451241
2022,"UNSW Sydney","UNSWS","au","hybrid",1464,13.4053658089919
2022,"UNSW Sydney","UNSWS","au","green",1376,12.5995787931508
2022,"UNSW Sydney","UNSWS","au","bronze",686,6.28147605530629
2022,"UNSW Sydney","UNSWS","au","diamond",284,2.60049446021427
2022,"The University of Melbourne","UM","au","closed",4678,37.4150203951052
2022,"The University of Melbourne","UM","au","gold",3174,25.3859073822283
2022,"The University of Melbourne","UM","au","hybrid",2013,16.1001359673678
2022,"The University of Melbourne","UM","au","green",1345,10.7574182196273
2022,"The University of Melbourne","UM","au","bronze",927,7.41422058705911
2022,"The University of Melbourne","UM","au","diamond",366,2.92729744861233
2022,"The University of Sydney","US","au","closed",4628,39.0713381173491
2022,"The University of Sydney","US","au","gold",2791,23.5626846770789
2022,"The University of Sydney","US","au","hybrid",1813,15.3060363022372
2022,"The University of Sydney","US","au","green",1351,11.4056563951034
2022,"The University of Sydney","US","au","bronze",970,8.18910932883073
2022,"The University of Sydney","US","au","diamond",292,2.46517517940059
2022,"The University of Queensland","UQ","au","closed",4162,39.8201301186376
2022,"The University of Queensland","UQ","au","gold",2450,23.4404898584003
2022,"The University of Queensland","UQ","au","hybrid",1630,15.5951014159969
2022,"The University of Queensland","UQ","au","green",1208,11.5575966322235
2022,"The University of Queensland","UQ","au","bronze",730,6.98430922311519
2022,"The University of Queensland","UQ","au","diamond",272,2.60237275162648
2022,"The University of Western Australia","UWA","au","closed",2090,37.3881932021467
2022,"The University of Western Australia","UWA","au","gold",1329,23.7745974955277
2022,"The University of Western Australia","UWA","au","hybrid",879,15.7245080500894
2022,"The University of Western Australia","UWA","au","green",721,12.8980322003578
2022,"The University of Western Australia","UWA","au","bronze",450,8.05008944543828
2022,"The University of Western Australia","UWA","au","diamond",121,2.16457960644007
2022,"Monash University","MAU","au","closed",4566,40.0456060340291
2022,"Monash University","MAU","au","gold",2571,22.5486756709349
2022,"Monash University","MAU","au","hybrid",1708,14.9798281003333
2022,"Monash University","MAU","au","green",1336,11.7172425890195
2022,"Monash University","MAU","au","bronze",919,8.05998947553061
2022,"Monash University","MAU","au","diamond",302,2.6486581301526
2022,"The University of Adelaide","UA","au","closed",1992,41.9015565839293
2022,"The University of Adelaide","UA","au","gold",1032,21.7080353386622
2022,"The University of Adelaide","UA","au","hybrid",740,15.5658392932268
2022,"The University of Adelaide","UA","au","green",542,11.4009255363904
2022,"The University of Adelaide","UA","au","bronze",340,7.15187210769878
2022,"The University of Adelaide","UA","au","diamond",108,2.27177114009255
2022,"Australian National University","ANU","au","closed",2047,38.4702123660966
2022,"Australian National University","ANU","au","gold",1037,19.4888178913738
2022,"Australian National University","ANU","au","hybrid",805,15.1287352001503
2022,"Australian National University","ANU","au","green",803,15.0911482803984
2022,"Australian National University","ANU","au","bronze",467,8.7765457620748
2022,"Australian National University","ANU","au","diamond",162,3.04454049990603
2022,"University of Auckland","UOA","nz","closed",2336,43.3556050482554
2022,"University of Auckland","UOA","nz","gold",1250,23.199703043801
2022,"University of Auckland","UOA","nz","hybrid",822,15.2561247216036
2022,"University of Auckland","UOA","nz","green",522,9.68819599109131
2022,"University of Auckland","UOA","nz","bronze",317,5.88344469190794
2022,"University of Auckland","UOA","nz","diamond",141,2.61692650334076
2022,"University of Otago","UO","nz","closed",1276,39.273622653124
2022,"University of Otago","UO","nz","gold",833,25.6386580486303
2022,"University of Otago","UO","nz","hybrid",548,16.8667282240689
2022,"University of Otago","UO","nz","green",319,9.81840566328101
2022,"University of Otago","UO","nz","bronze",192,5.90951061865189
2022,"University of Otago","UO","nz","diamond",81,2.49307479224377
2022,"Victoria University of Wellington","VUW","nz","closed",1012,46.4220183486239
2022,"Victoria University of Wellington","VUW","nz","gold",358,16.4220183486239
2022,"Victoria University of Wellington","VUW","nz","hybrid",316,14.4954128440367
2022,"Victoria University of Wellington","VUW","nz","green",284,13.0275229357798
2022,"Victoria University of Wellington","VUW","nz","bronze",137,6.28440366972477
2022,"Victoria University of Wellington","VUW","nz","diamond",73,3.34862385321101
2022,"Massey University","MU","nz","closed",925,42.7449168207024
2022,"Massey University","MU","nz","gold",589,27.2181146025878
2022,"Massey University","MU","nz","hybrid",293,13.539741219963
2022,"Massey University","MU","nz","green",192,8.8724584103512
2022,"Massey University","MU","nz","bronze",90,4.15896487985213
2022,"Massey University","MU","nz","diamond",75,3.46580406654344
2022,"University of Canterbury","UC","nz","closed",710,42.6426426426426
2022,"University of Canterbury","UC","nz","gold",372,22.3423423423423
2022,"University of Canterbury","UC","nz","hybrid",282,16.9369369369369
2022,"University of Canterbury","UC","nz","green",182,10.9309309309309
2022,"University of Canterbury","UC","nz","bronze",68,4.08408408408408
2022,"University of Canterbury","UC","nz","diamond",51,3.06306306306306
2022,"Auckland University of Technology","AUT","nz","closed",599,40.9993155373032
2022,"Auckland University of Technology","AUT","nz","gold",360,24.6406570841889
2022,"Auckland University of Technology","AUT","nz","hybrid",252,17.2484599589322
2022,"Auckland University of Technology","AUT","nz","green",128,8.76112251882272
2022,"Auckland University of Technology","AUT","nz","bronze",64,4.38056125941136
2022,"Auckland University of Technology","AUT","nz","diamond",58,3.96988364134155
2022,"University of Waikato","UOW","nz","closed",587,46.2933753943218
2022,"University of Waikato","UOW","nz","gold",240,18.9274447949527
2022,"University of Waikato","UOW","nz","hybrid",194,15.2996845425867
2022,"University of Waikato","UOW","nz","green",146,11.5141955835962
2022,"University of Waikato","UOW","nz","diamond",67,5.28391167192429
2022,"University of Waikato","UOW","nz","bronze",34,2.6813880126183
2022,"Lincoln University","LU","nz","closed",202,43.9130434782609
2022,"Lincoln University","LU","nz","gold",158,34.3478260869565
2022,"Lincoln University","LU","nz","hybrid",57,12.3913043478261
2022,"Lincoln University","LU","nz","green",18,3.91304347826087
2022,"Lincoln University","LU","nz","bronze",13,2.82608695652174
2022,"Lincoln University","LU","nz","diamond",12,2.60869565217391
2023,"UNSW Sydney","UNSWS","au","closed",3560,34.8404775885692
2023,"UNSW Sydney","UNSWS","au","hybrid",2564,25.0929731845762
2023,"UNSW Sydney","UNSWS","au","gold",2249,22.0101781170483
2023,"UNSW Sydney","UNSWS","au","bronze",760,7.43785476609904
2023,"UNSW Sydney","UNSWS","au","green",759,7.42806811509102
2023,"UNSW Sydney","UNSWS","au","diamond",326,3.19044822861617
2023,"The University of Melbourne","UM","au","closed",3781,30.6352292983309
2023,"The University of Melbourne","UM","au","hybrid",3491,28.2855290876681
2023,"The University of Melbourne","UM","au","gold",3013,24.4125749473343
2023,"The University of Melbourne","UM","au","bronze",1039,8.41840868578836
2023,"The University of Melbourne","UM","au","green",630,5.1045211473019
2023,"The University of Melbourne","UM","au","diamond",388,3.14373683357641
2023,"The University of Sydney","US","au","closed",3979,33.5497470489039
2023,"The University of Sydney","US","au","hybrid",3073,25.9106239460371
2023,"The University of Sydney","US","au","gold",2702,22.7824620573356
2023,"The University of Sydney","US","au","bronze",1031,8.69308600337268
2023,"The University of Sydney","US","au","green",771,6.5008431703204
2023,"The University of Sydney","US","au","diamond",304,2.56323777403035
2023,"The University of Queensland","UQ","au","closed",3194,32.2430849989905
2023,"The University of Queensland","UQ","au","hybrid",2914,29.4165152432869
2023,"The University of Queensland","UQ","au","gold",2288,23.0971128608924
2023,"The University of Queensland","UQ","au","bronze",690,6.96547546941248
2023,"The University of Queensland","UQ","au","green",525,5.29981829194428
2023,"The University of Queensland","UQ","au","diamond",295,2.97799313547345
2023,"The University of Western Australia","UWA","au","closed",1798,32.507683963117
2023,"The University of Western Australia","UWA","au","hybrid",1504,27.1921894774905
2023,"The University of Western Australia","UWA","au","gold",1331,24.0643644910504
2023,"The University of Western Australia","UWA","au","bronze",404,7.30428493943229
2023,"The University of Western Australia","UWA","au","green",351,6.34604953896221
2023,"The University of Western Australia","UWA","au","diamond",143,2.58542758994757
2023,"Monash University","MAU","au","closed",3496,31.5182113234764
2023,"Monash University","MAU","au","hybrid",3141,28.3177064551028
2023,"Monash University","MAU","au","gold",2445,22.0429138117562
2023,"Monash University","MAU","au","bronze",1004,9.05156869816084
2023,"Monash University","MAU","au","green",705,6.35593220338983
2023,"Monash University","MAU","au","diamond",301,2.71366750811396
2023,"The University of Adelaide","UA","au","closed",1770,35.0286958242628
2023,"The University of Adelaide","UA","au","hybrid",1396,27.6271521868197
2023,"The University of Adelaide","UA","au","gold",1031,20.4037205620424
2023,"The University of Adelaide","UA","au","bronze",397,7.85671878092222
2023,"The University of Adelaide","UA","au","green",277,5.48189194537898
2023,"The University of Adelaide","UA","au","diamond",182,3.60182070057392
2023,"Australian National University","ANU","au","closed",1726,32.8199277429169
2023,"Australian National University","ANU","au","hybrid",1470,27.9520821448945
2023,"Australian National University","ANU","au","gold",1008,19.1671420422133
2023,"Australian National University","ANU","au","green",467,8.88001521201749
2023,"Australian National University","ANU","au","bronze",412,7.83418900931736
2023,"Australian National University","ANU","au","diamond",176,3.34664384864043
2023,"University of Auckland","UOA","nz","closed",2010,37.4860126818351
2023,"University of Auckland","UOA","nz","hybrid",1456,27.154046997389
2023,"University of Auckland","UOA","nz","gold",1119,20.8690787019769
2023,"University of Auckland","UOA","nz","bronze",343,6.39686684073107
2023,"University of Auckland","UOA","nz","green",256,4.77433793360686
2023,"University of Auckland","UOA","nz","diamond",178,3.31965684446102
2023,"University of Otago","UO","nz","closed",975,31.5840621963071
2023,"University of Otago","UO","nz","hybrid",961,31.1305474570781
2023,"University of Otago","UO","nz","gold",759,24.5869776482021
2023,"University of Otago","UO","nz","bronze",169,5.47457078069323
2023,"University of Otago","UO","nz","green",113,3.66051182377713
2023,"University of Otago","UO","nz","diamond",110,3.56333009394234
2023,"Victoria University of Wellington","VUW","nz","closed",772,39.3676695563488
2023,"Victoria University of Wellington","VUW","nz","hybrid",516,26.3131055583886
2023,"Victoria University of Wellington","VUW","nz","gold",325,16.5731769505354
2023,"Victoria University of Wellington","VUW","nz","green",157,8.00611932687404
2023,"Victoria University of Wellington","VUW","nz","bronze",111,5.66037735849057
2023,"Victoria University of Wellington","VUW","nz","diamond",80,4.07955124936257
2023,"Massey University","MU","nz","closed",635,33.5446381405177
2023,"Massey University","MU","nz","hybrid",584,30.8505018489171
2023,"Massey University","MU","nz","gold",443,23.4020073956682
2023,"Massey University","MU","nz","bronze",90,4.75435816164818
2023,"Massey University","MU","nz","green",73,3.85631273111463
2023,"Massey University","MU","nz","diamond",68,3.59218172213418
2023,"University of Canterbury","UC","nz","closed",624,34.117003827228
2023,"University of Canterbury","UC","nz","hybrid",603,32.9688354291963
2023,"University of Canterbury","UC","nz","gold",404,22.0885729907053
2023,"University of Canterbury","UC","nz","green",72,3.93657736468015
2023,"University of Canterbury","UC","nz","bronze",71,3.8819026790596
2023,"University of Canterbury","UC","nz","diamond",55,3.00710770913067
2023,"Auckland University of Technology","AUT","nz","closed",482,36.4875094625284
2023,"Auckland University of Technology","AUT","nz","hybrid",392,29.6744890234671
2023,"Auckland University of Technology","AUT","nz","gold",276,20.893262679788
2023,"Auckland University of Technology","AUT","nz","diamond",58,4.39061317183952
2023,"Auckland University of Technology","AUT","nz","green",57,4.31491294473883
2023,"Auckland University of Technology","AUT","nz","bronze",56,4.23921271763815
2023,"University of Waikato","UOW","nz","closed",491,40.4781533388294
2023,"University of Waikato","UOW","nz","hybrid",347,28.6067600989283
2023,"University of Waikato","UOW","nz","gold",232,19.126133553174
2023,"University of Waikato","UOW","nz","green",55,4.53421269579555
2023,"University of Waikato","UOW","nz","diamond",49,4.03957131079967
2023,"University of Waikato","UOW","nz","bronze",39,3.21516900247321
2023,"Lincoln University","LU","nz","closed",169,36.5010799136069
2023,"Lincoln University","LU","nz","hybrid",144,31.1015118790497
2023,"Lincoln University","LU","nz","gold",112,24.1900647948164
2023,"Lincoln University","LU","nz","diamond",13,2.80777537796976
2023,"Lincoln University","LU","nz","green",13,2.80777537796976
2023,"Lincoln University","LU","nz","bronze",12,2.59179265658747
2024,"UNSW Sydney","UNSWS","au","closed",3439,37.8869670596012
2024,"UNSW Sydney","UNSWS","au","hybrid",2717,29.9327971796849
2024,"UNSW Sydney","UNSWS","au","gold",2057,22.6616723587088
2024,"UNSW Sydney","UNSWS","au","green",353,3.88895009364327
2024,"UNSW Sydney","UNSWS","au","bronze",257,2.83133193786493
2024,"UNSW Sydney","UNSWS","au","diamond",254,2.79828137049686
2024,"The University of Melbourne","UM","au","closed",3705,34.2200055417013
2024,"The University of Melbourne","UM","au","hybrid",3390,31.3106123579939
2024,"The University of Melbourne","UM","au","gold",2793,25.7966195622056
2024,"The University of Melbourne","UM","au","green",351,3.24189526184539
2024,"The University of Melbourne","UM","au","diamond",347,3.20495058649672
2024,"The University of Melbourne","UM","au","bronze",241,2.22591668975709
2024,"The University of Sydney","US","au","closed",3829,36.1601662102182
2024,"The University of Sydney","US","au","hybrid",3131,29.5684200585513
2024,"The University of Sydney","US","au","gold",2697,25.4698271791482
2024,"The University of Sydney","US","au","green",369,3.48474832373218
2024,"The University of Sydney","US","au","diamond",284,2.68202852016243
